DMV ID,DMV Snapshot (Date),ZIP Code,Registration Expiration Date,VIN Prefix,VIN Model Year,Registration Valid Date,Make,Model,Model Year
4,DMV Direct (5/1/2018),55331,9/30/2018,5YJSA1E2,G,5/1/2018,Tesla,Model S,2016
4,DMV Direct (5/1/2018),55014,4/30/2019,5YJSA1E2,G,5/1/2018,Tesla,Model S,2016
4,DMV Direct (5/1/2018),55422,4/30/2019,5YJSA1E2,G,5/1/2018,Tesla,Model S,2016
4,DMV Direct (5/1/2018),55124,4/30/2019,5YJSA1E2,G,5/1/2018,Tesla,Model S,2016
4,DMV Direct (5/1/2018),55347,10/31/2018,5YJSA1E2,G,5/1/2018,Tesla,Model S,2016
4,DMV Direct (5/1/2018),55446,10/31/2018,5YJSA1E2,G,5/1/2018,Tesla,Model S,2016
4,DMV Direct (5/1/2018),55012,4/30/2019,5YJSA1E2,G,5/1/2018,Tesla,Model S,2016
4,DMV Direct (5/1/2018),55112,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55113,11/30/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55407,11/30/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55423,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55106,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55044,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55448,11/30/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55421,11/30/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55116,11/30/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55418,11/30/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55418,11/30/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55122,11/30/2018,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55317,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55431,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55412,3/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
