id,geographic area name,occupied housing units,"1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more units,mobile home,"boat, rv, van, etc.",year,1-unit attached,boat rv van etc.
0500000US05131,"Sebastian County, Arkansas",48572,1154,2534,2601,2387,2331,2209,2345,53,2010,,
0500000US05133,"Sevier County, Arkansas",5849,51,148,94,150,19,0,1359,0,2010,,
0500000US05135,"Sharp County, Arkansas",7189,216,70,163,44,48,19,1461,17,2010,,
0500000US05137,"Stone County, Arkansas",4966,62,0,9,34,13,39,1899,0,2010,,
0500000US05139,"Union County, Arkansas",16787,192,192,434,863,160,100,4186,47,2010,,
0500000US05141,"Van Buren County, Arkansas",7065,66,0,369,183,279,184,2402,8,2010,,
0500000US05143,"Washington County, Arkansas",75564,2509,4626,3098,4599,10080,3250,5052,37,2010,,
0500000US05145,"White County, Arkansas",29049,398,837,1375,752,995,441,5691,135,2010,,
0500000US05147,"Woodruff County, Arkansas",3323,22,213,142,89,18,44,523,0,2010,,
0500000US05149,"Yell County, Arkansas",7912,12,141,192,160,184,26,1558,21,2010,,
0500000US06001,"Alameda County, California",532026,43851,24027,41212,32936,31836,89559,7154,612,2010,,
0500000US06003,"Alpine County, California",410,12,21,25,119,178,346,33,0,2010,,
0500000US06005,"Amador County, California",14715,520,342,317,113,181,391,1341,2,2010,,
0500000US06007,"Butte County, California",85465,3066,3082,5804,3454,2119,4329,13333,450,2010,,
0500000US06009,"Calaveras County, California",18794,472,273,274,163,184,112,2214,21,2010,,
0500000US06011,"Colusa County, California",6972,111,471,249,96,133,163,761,18,2010,,
0500000US06013,"Contra Costa County, California",368087,31298,7557,20947,19213,13795,32893,7131,231,2010,,
0500000US06015,"Del Norte County, California",9906,272,463,342,221,131,455,2442,44,2010,,
0500000US06017,"El Dorado County, California",68394,1306,1967,2872,2485,1193,1867,3834,174,2010,,
0500000US06019,"Fresno County, California",283836,7337,9631,22999,23262,8392,15799,14054,410,2010,,
0500000US06021,"Glenn County, California",9660,210,193,378,316,111,222,1237,130,2010,,
0500000US06023,"Humboldt County, California",54276,2040,2646,3467,2364,1382,1672,5841,156,2010,,
0500000US06025,"Imperial County, California",47304,1841,1592,3092,2084,1519,3481,7113,169,2010,,
0500000US06027,"Inyo County, California",7982,213,282,328,211,147,265,2410,143,2010,,
0500000US06029,"Kern County, California",248057,7161,8985,18937,10957,4026,7929,21983,470,2010,,
0500000US06031,"Kings County, California",40606,2155,1276,2577,2155,727,1211,1880,28,2010,,
0500000US06033,"Lake County, California",25180,629,563,610,622,345,616,7864,117,2010,,
0500000US06035,"Lassen County, California",10276,368,170,155,315,251,346,1928,106,2010,,
0500000US06037,"Los Angeles County, California",3217889,225147,83810,197370,271983,267974,611675,55346,2588,2010,,
0500000US06039,"Madera County, California",42089,657,1133,2259,1330,257,936,3031,321,2010,,
0500000US06041,"Marin County, California",102727,11144,3520,4664,6536,5946,9192,1568,382,2010,,
0500000US06043,"Mariposa County, California",7724,101,235,274,176,77,53,2198,96,2010,,
0500000US06045,"Mendocino County, California",34374,1364,1148,1355,775,615,1373,5365,87,2010,,
0500000US06047,"Merced County, California",73586,2424,2819,4432,3712,1418,2010,5465,58,2010,,
0500000US06049,"Modoc County, California",3977,91,43,75,42,28,89,901,5,2010,,
0500000US06051,"Mono County, California",5283,401,887,1744,2062,1228,1150,1083,0,2010,,
0500000US06053,"Monterey County, California",124963,9040,4407,8493,10708,6071,7244,5538,111,2010,,
0500000US06055,"Napa County, California",49179,2842,1908,2180,2255,1832,2482,3684,58,2010,,
0500000US06057,"Nevada County, California",41255,783,1108,1134,1239,529,916,2852,228,2010,,
0500000US06059,"Orange County, California",984503,126106,18145,73281,68614,61369,130678,32898,740,2010,,
0500000US06061,"Placer County, California",129153,4007,1839,6370,7696,3880,5683,4081,152,2010,,
0500000US06063,"Plumas County, California",10090,379,220,101,329,177,182,2082,67,2010,,
0500000US06065,"Riverside County, California",666906,50402,10342,27622,31162,24972,32164,74902,2060,2010,,
0500000US06067,"Sacramento County, California",508499,34708,12725,32204,35936,29125,38875,14124,636,2010,,
0500000US06069,"San Benito County, California",16812,715,528,929,395,421,269,824,4,2010,,
0500000US06071,"San Bernardino County, California",596125,24406,11928,32782,29230,22954,34189,42305,977,2010,,
0500000US06073,"San Diego County, California",1061789,103398,25643,58615,87423,80295,156817,43959,1052,2010,,
0500000US06075,"San Francisco County, California",335956,58952,37595,42179,37088,37656,93496,387,208,2010,,
0500000US06077,"San Joaquin County, California",212905,12137,5081,9665,9108,5966,13471,8122,389,2010,,
0500000US06079,"San Luis Obispo County, California",102434,6407,3269,5699,4543,2694,4433,10300,236,2010,,
0500000US06081,"San Mateo County, California",255758,24891,5545,11859,17546,15440,37036,2642,521,2010,,
0500000US06083,"Santa Barbara County, California",141793,10154,5080,9859,11612,8942,9467,7660,139,2010,,
0500000US06085,"Santa Clara County, California",596747,61120,11545,36913,35419,33713,87392,18582,378,2010,,
0500000US06087,"Santa Cruz County, California",93802,9351,3917,5665,4154,2837,5698,6707,179,2010,,
0500000US06089,"Shasta County, California",69100,2708,1558,4112,2608,1301,2692,8682,205,2010,,
0500000US06091,"Sierra County, California",1437,23,32,0,20,50,0,96,0,2010,,
0500000US06093,"Siskiyou County, California",20097,573,642,977,728,403,662,3276,118,2010,,
0500000US06095,"Solano County, California",139011,6555,3217,8018,7838,5744,7561,4264,274,2010,,
0500000US06097,"Sonoma County, California",184033,14208,5483,7829,7194,6159,11590,10957,307,2010,,
0500000US06099,"Stanislaus County, California",163841,7415,5142,7102,5783,3525,7598,8349,171,2010,,
0500000US06101,"Sutter County, California",31373,1433,668,1509,899,1213,2415,1421,68,2010,,
0500000US06103,"Tehama County, California",23510,414,409,975,670,359,711,5792,177,2010,,
0500000US06105,"Trinity County, California",5889,116,175,169,148,40,79,1526,75,2010,,
0500000US06107,"Tulare County, California",126664,3792,4240,7404,3942,1571,2977,10056,149,2010,,
0500000US06109,"Tuolumne County, California",22192,290,433,802,759,175,509,3156,192,2010,,
0500000US06111,"Ventura County, California",264305,30593,3716,11239,12936,10783,17841,11007,294,2010,,
0500000US06113,"Yolo County, California",69386,4702,2179,4509,4761,4132,7079,3333,72,2010,,
0500000US06115,"Yuba County, California",23750,537,1291,1303,1174,370,706,2901,15,2010,,
0500000US08001,"Adams County, Colorado",147951,12205,1784,4159,7661,12421,12558,11427,75,2010,,
0500000US08003,"Alamosa County, Colorado",5798,193,312,421,243,243,105,931,0,2010,,
0500000US08005,"Arapahoe County, Colorado",218909,21209,2138,8142,14931,25511,28251,2891,174,2010,,
0500000US08007,"Archuleta County, Colorado",3377,259,441,607,354,42,0,968,33,2010,,
0500000US08009,"Baca County, Colorado",1682,19,21,52,16,6,5,271,0,2010,,
0500000US08011,"Bent County, Colorado",1935,14,70,93,22,0,17,253,20,2010,,
0500000US08013,"Boulder County, Colorado",117629,9894,2338,5244,7379,7884,12493,3915,0,2010,,
0500000US08014,"Broomfield County, Colorado",20116,1165,58,158,1095,1351,1993,1103,0,2010,,
0500000US08015,"Chaffee County, Colorado",7396,287,160,186,224,110,46,1536,16,2010,,
0500000US08017,"Cheyenne County, Colorado",829,14,29,32,2,0,0,175,0,2010,,
0500000US08019,"Clear Creek County, Colorado",4164,183,107,143,136,100,180,331,0,2010,,
0500000US08021,"Conejos County, Colorado",3121,33,49,7,80,29,10,694,12,2010,,
0500000US08023,"Costilla County, Colorado",1454,6,44,11,86,27,18,493,0,2010,,
0500000US08025,"Crowley County, Colorado",1163,6,10,56,32,0,4,230,0,2010,,
0500000US08027,"Custer County, Colorado",1850,35,24,14,54,70,10,353,6,2010,,
0500000US08029,"Delta County, Colorado",12700,257,125,240,110,108,164,2609,52,2010,,
0500000US08031,"Denver County, Colorado",254181,22325,7148,9980,15672,24391,69190,1441,44,2010,,
0500000US08033,"Dolores County, Colorado",799,4,8,0,0,10,8,203,0,2010,,
0500000US08035,"Douglas County, Colorado",98725,5537,262,1774,4051,3955,5338,301,27,2010,,
0500000US08037,"Eagle County, Colorado",18183,6242,277,1695,2431,3266,3278,1863,8,2010,,
0500000US08039,"Elbert County, Colorado",8135,33,48,49,16,7,0,443,0,2010,,
0500000US08041,"El Paso County, Colorado",227151,20497,3564,10409,8965,12459,20494,9454,91,2010,,
0500000US08043,"Fremont County, Colorado",16817,383,358,327,517,163,505,2695,39,2010,,
0500000US08045,"Garfield County, Colorado",19970,1728,762,1205,1227,782,663,2686,70,2010,,
0500000US08047,"Gilpin County, Colorado",2530,18,142,0,0,80,172,49,0,2010,,
0500000US08049,"Grand County, Colorado",5330,533,363,465,1809,1426,591,1381,10,2010,,
0500000US08051,"Gunnison County, Colorado",6216,577,622,603,685,551,755,970,0,2010,,
0500000US08053,"Hinsdale County, Colorado",255,24,7,13,23,10,0,143,0,2010,,
0500000US08055,"Huerfano County, Colorado",3154,44,90,162,123,15,34,387,0,2010,,
0500000US08057,"Jackson County, Colorado",690,20,9,29,23,0,3,224,0,2010,,
0500000US08059,"Jefferson County, Colorado",217018,19992,2830,7282,11620,15638,19136,2465,95,2010,,
0500000US08061,"Kiowa County, Colorado",706,2,6,0,19,9,0,88,0,2010,,
0500000US08063,"Kit Carson County, Colorado",3010,15,33,110,49,103,85,470,10,2010,,
0500000US08065,"Lake County, Colorado",2725,37,84,151,111,303,86,631,0,2010,,
0500000US08067,"La Plata County, Colorado",20512,1147,862,822,1122,1026,931,3257,34,2010,,
0500000US08069,"Larimer County, Colorado",117415,8729,3588,5051,6778,6342,6188,5772,35,2010,,
0500000US08071,"Las Animas County, Colorado",6420,155,202,287,251,73,167,884,3,2010,,
0500000US08073,"Lincoln County, Colorado",1919,8,0,102,128,27,28,517,0,2010,,
0500000US08075,"Logan County, Colorado",8146,342,170,425,330,207,217,924,0,2010,,
0500000US08077,"Mesa County, Colorado",57123,2706,1221,2957,1316,1074,2455,5612,96,2010,,
0500000US08079,"Mineral County, Colorado",440,11,0,0,3,0,0,73,0,2010,,
0500000US08081,"Moffat County, Colorado",5360,237,141,209,142,147,223,1286,21,2010,,
0500000US08083,"Montezuma County, Colorado",11027,152,139,480,350,58,112,2217,13,2010,,
0500000US08085,"Montrose County, Colorado",16335,485,212,307,508,169,416,3084,55,2010,,
0500000US08087,"Morgan County, Colorado",10407,314,203,379,280,243,290,1526,24,2010,,
0500000US08089,"Otero County, Colorado",7620,109,246,241,323,197,185,585,0,2010,,
0500000US08091,"Ouray County, Colorado",1702,42,73,53,82,0,0,217,4,2010,,
0500000US08093,"Park County, Colorado",7070,167,142,7,29,0,0,977,0,2010,,
0500000US08095,"Phillips County, Colorado",1867,30,39,41,8,47,29,180,0,2010,,
0500000US08097,"Pitkin County, Colorado",7417,1425,507,840,1527,990,1140,520,0,2010,,
0500000US08099,"Prowers County, Colorado",4905,54,158,295,156,214,72,753,38,2010,,
0500000US08101,"Pueblo County, Colorado",61418,2344,1998,2788,1682,1297,3290,3934,9,2010,,
0500000US08103,"Rio Blanco County, Colorado",2621,117,79,85,77,134,66,282,11,2010,,
0500000US08105,"Rio Grande County, Colorado",3630,89,228,72,133,100,59,995,0,2010,,
0500000US08107,"Routt County, Colorado",10146,1489,509,819,1160,913,1053,1069,46,2010,,
0500000US08109,"Saguache County, Colorado",2684,129,67,67,102,38,32,725,12,2010,,
0500000US08111,"San Juan County, Colorado",411,5,16,79,27,64,87,31,0,2010,,
0500000US08113,"San Miguel County, Colorado",3228,94,183,215,425,686,1058,183,0,2010,,
0500000US08115,"Sedgwick County, Colorado",1007,3,44,60,40,3,8,100,1,2010,,
0500000US08117,"Summit County, Colorado",10553,2747,744,2071,2006,4002,8036,563,0,2010,,
0500000US08119,"Teller County, Colorado",9004,127,153,181,95,160,32,1253,6,2010,,
0500000US08121,"Washington County, Colorado",2186,43,25,29,53,15,12,287,0,2010,,
0500000US08123,"Weld County, Colorado",86776,3417,2073,2869,3517,3654,3634,7191,40,2010,,
0500000US08125,"Yuma County, Colorado",3941,46,93,97,48,10,45,550,0,2010,,
0500000US09001,"Fairfield County, Connecticut",331782,21817,30573,32095,17449,12912,34200,1288,51,2010,,
0500000US09003,"Hartford County, Connecticut",347625,20642,28307,37435,23240,15955,38868,2054,137,2010,,
0500000US09005,"Litchfield County, Connecticut",76688,3124,6516,4714,3038,2037,2474,609,67,2010,,
0500000US09007,"Middlesex County, Connecticut",66975,2809,3716,3404,3122,2325,4888,912,0,2010,,
0500000US09009,"New Haven County, Connecticut",330785,20580,34053,39570,19423,14723,34977,2110,58,2010,,
0500000US09011,"New London County, Connecticut",106590,4254,10142,8374,6145,3677,6474,2909,72,2010,,
0500000US09013,"Tolland County, Connecticut",54452,1691,2381,3790,3316,2117,2264,710,8,2010,,
0500000US09015,"Windham County, Connecticut",44321,1270,4069,3595,3117,1323,1216,2212,0,2010,,
0500000US10001,"Kent County, Delaware",57396,5119,752,1144,1817,2690,1771,8442,26,2010,,
0500000US10003,"New Castle County, Delaware",198499,44093,4630,6741,9649,16265,12145,5581,66,2010,,
0500000US10005,"Sussex County, Delaware",75744,9118,1123,2051,3659,3037,3156,25417,11,2010,,
0500000US11001,"District of Columbia, District of Columbia",257317,75950,8737,22194,18801,31744,99435,112,254,2010,,
0500000US12001,"Alachua County, Florida",97540,3760,3078,8539,11013,10955,8546,9703,6,2010,,
0500000US12003,"Baker County, Florida",8309,54,90,93,64,15,131,3910,0,2010,,
0500000US12005,"Bay County, Florida",68807,3132,3562,4995,4941,3487,12886,13125,85,2010,,
0500000US12007,"Bradford County, Florida",8931,236,85,129,204,150,70,3259,7,2010,,
0500000US12009,"Brevard County, Florida",220871,12305,4407,8317,13794,14572,19079,23310,708,2010,,
0500000US12011,"Broward County, Florida",668898,62308,23875,36123,45647,58182,226538,23136,499,2010,,
0500000US12013,"Calhoun County, Florida",4765,78,54,145,62,37,15,1950,17,2010,,
0500000US12015,"Charlotte County, Florida",71991,2321,1686,3141,4000,4422,5117,11712,81,2010,,
0500000US12017,"Citrus County, Florida",59974,2040,644,1426,1288,359,394,20704,141,2010,,
0500000US12019,"Clay County, Florida",67493,2599,291,1653,2486,1458,1949,9832,44,2010,,
0500000US12021,"Collier County, Florida",119517,10812,5530,13698,19558,19776,34868,11153,294,2010,,
0500000US12023,"Columbia County, Florida",24177,86,472,415,607,400,393,10818,20,2010,,
0500000US12027,"DeSoto County, Florida",10656,736,373,493,450,46,72,4973,292,2010,,
0500000US12029,"Dixie County, Florida",4909,17,24,77,4,11,5,4631,134,2010,,
0500000US12031,"Duval County, Florida",330276,20646,7259,14699,23754,31078,32217,20633,277,2010,,
0500000US12033,"Escambia County, Florida",113313,4619,4498,5991,6296,4480,9530,10458,258,2010,,
0500000US12035,"Flagler County, Florida",36182,2429,440,650,405,714,2210,2297,23,2010,,
0500000US12037,"Franklin County, Florida",4699,115,247,291,532,208,28,1659,7,2010,,
0500000US12039,"Gadsden County, Florida",16303,137,240,531,292,144,105,5489,29,2010,,
0500000US12041,"Gilchrist County, Florida",5976,15,54,22,14,0,28,3701,48,2010,,
0500000US12043,"Glades County, Florida",4165,77,163,73,111,0,13,3898,46,2010,,
0500000US12045,"Gulf County, Florida",5347,324,338,322,165,105,64,1950,35,2010,,
0500000US12047,"Hamilton County, Florida",4532,21,152,108,180,10,12,2378,0,2010,,
0500000US12049,"Hardee County, Florida",7694,199,180,367,248,115,23,2902,131,2010,,
0500000US12051,"Hendry County, Florida",11200,62,603,218,299,149,95,5568,44,2010,,
0500000US12053,"Hernando County, Florida",70254,3389,554,868,854,358,703,15089,223,2010,,
0500000US12055,"Highlands County, Florida",40374,2054,1675,1204,1189,868,1187,15070,305,2010,,
0500000US12057,"Hillsborough County, Florida",462447,33184,11308,21492,30499,46644,43144,42158,616,2010,,
0500000US12059,"Holmes County, Florida",6768,41,144,137,116,33,21,2744,17,2010,,
0500000US12061,"Indian River County, Florida",57560,2960,1881,2458,5036,4634,4215,6372,15,2010,,
0500000US12063,"Jackson County, Florida",16767,160,452,378,364,103,276,5728,36,2010,,
0500000US12065,"Jefferson County, Florida",5233,11,17,64,91,57,54,2298,0,2010,,
0500000US12067,"Lafayette County, Florida",2307,0,35,19,7,12,0,1399,0,2010,,
0500000US12069,"Lake County, Florida",117544,2957,2710,3314,2852,2608,3935,32032,221,2010,,
0500000US12071,"Lee County, Florida",245751,27861,10044,13287,18793,25765,36070,39641,600,2010,,
0500000US12073,"Leon County, Florida",109314,9449,4257,7705,7906,8139,9498,11207,36,2010,,
0500000US12075,"Levy County, Florida",15814,92,331,274,316,59,97,9000,115,2010,,
0500000US12077,"Liberty County, Florida",2008,30,20,7,0,23,0,1394,0,2010,,
0500000US12079,"Madison County, Florida",6776,133,165,155,350,81,25,2971,9,2010,,
0500000US12081,"Manatee County, Florida",131200,11468,6871,6215,9673,8709,11892,29316,334,2010,,
0500000US12083,"Marion County, Florida",133966,4488,2396,4197,4977,2220,2273,35841,364,2010,,
0500000US12085,"Martin County, Florida",59203,6109,1795,3225,4565,8469,4172,7995,69,2010,,
0500000US12086,"Miami-Dade County, Florida",827556,105453,20877,34574,50309,60671,291034,14234,517,2010,,
0500000US12087,"Monroe County, Florida",29791,4976,2031,2367,3102,1663,3279,7919,175,2010,,
0500000US12089,"Nassau County, Florida",27255,1148,527,890,1136,610,1598,7271,71,2010,,
0500000US12091,"Okaloosa County, Florida",72442,5604,2021,4116,4239,2494,10932,6248,29,2010,,
0500000US12093,"Okeechobee County, Florida",13642,458,252,236,234,43,44,7425,161,2010,,
0500000US12095,"Orange County, Florida",406002,25901,8338,16667,31759,54457,44819,21038,89,2010,,
0500000US12097,"Osceola County, Florida",92526,5258,1986,5450,10258,7644,4469,12794,444,2010,,
0500000US12099,"Palm Beach County, Florida",523150,65506,17760,44088,42307,45299,120516,19071,367,2010,,
0500000US12101,"Pasco County, Florida",184813,12861,2865,5130,5492,5229,5667,46784,912,2010,,
0500000US12103,"Pinellas County, Florida",405649,25486,13582,22262,27582,36982,80532,47547,508,2010,,
0500000US12105,"Polk County, Florida",223689,6757,9162,8544,8240,5961,7556,66976,950,2010,,
0500000US12107,"Putnam County, Florida",29168,362,618,462,760,210,392,15249,110,2010,,
0500000US12109,"St. Johns County, Florida",70324,4866,1173,2569,4180,4720,4676,7857,212,2010,,
0500000US12111,"St. Lucie County, Florida",103103,3829,3684,4179,3838,5920,9493,12880,63,2010,,
0500000US12113,"Santa Rosa County, Florida",54860,1217,1235,1705,1233,572,1886,8105,149,2010,,
0500000US12115,"Sarasota County, Florida",169009,16144,4228,6267,8915,10409,25525,20731,150,2010,,
0500000US12117,"Seminole County, Florida",152682,12933,1436,6322,11881,14971,11987,4850,52,2010,,
0500000US12119,"Sumter County, Florida",38589,278,98,402,303,185,181,11111,277,2010,,
0500000US12121,"Suwannee County, Florida",14983,88,293,156,216,0,305,9104,16,2010,,
0500000US12123,"Taylor County, Florida",7724,117,70,23,68,15,130,4063,59,2010,,
0500000US12125,"Union County, Florida",3521,9,107,192,43,0,17,1568,3,2010,,
0500000US12127,"Volusia County, Florida",200346,11012,3916,6310,9087,9004,24806,23686,237,2010,,
0500000US12129,"Wakulla County, Florida",10540,79,106,157,51,83,55,4606,46,2010,,
0500000US12131,"Walton County, Florida",22916,808,359,753,1421,1374,6912,6741,123,2010,,
0500000US12133,"Washington County, Florida",8753,55,84,115,144,10,93,3500,8,2010,,
0500000US13001,"Appling County, Georgia",7145,33,235,119,65,32,6,2952,0,2010,,
0500000US13003,"Atkinson County, Georgia",2758,5,75,56,45,15,35,1561,0,2010,,
0500000US13005,"Bacon County, Georgia",3873,14,73,96,84,0,0,1465,0,2010,,
0500000US13007,"Baker County, Georgia",1342,48,5,0,46,0,58,477,0,2010,,
0500000US13009,"Baldwin County, Georgia",15902,457,1007,830,665,227,335,4732,0,2010,,
0500000US13011,"Banks County, Georgia",6463,0,115,100,58,33,44,2436,24,2010,,
0500000US13013,"Barrow County, Georgia",23045,402,942,261,378,100,115,2897,0,2010,,
