id,geographic area name,occupied housing units,"1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more units,mobile home,"boat, rv, van, etc.",year,1-unit attached,boat rv van etc.
0500000US20015,"Butler County, Kansas",24039,548,615,666,199,151,615,2111,17,2011,,
0500000US20017,"Chase County, Kansas",1151,59,20,20,0,2,3,162,0,2011,,
0500000US20019,"Chautauqua County, Kansas",1545,1,39,31,6,4,4,245,0,2011,,
0500000US20021,"Cherokee County, Kansas",8189,67,84,188,71,51,23,1435,0,2011,,
0500000US20023,"Cheyenne County, Kansas",1276,7,16,16,27,5,4,73,11,2011,,
0500000US20025,"Clark County, Kansas",885,4,0,24,25,0,0,38,8,2011,,
0500000US20027,"Clay County, Kansas",3517,45,208,63,34,43,184,138,0,2011,,
0500000US20029,"Cloud County, Kansas",3979,36,51,95,118,26,66,222,0,2011,,
0500000US20031,"Coffey County, Kansas",3482,58,52,99,28,12,14,469,0,2011,,
0500000US20033,"Comanche County, Kansas",843,5,12,30,11,0,12,33,0,2011,,
0500000US20035,"Cowley County, Kansas",13489,178,308,437,247,99,593,1521,17,2011,,
0500000US20037,"Crawford County, Kansas",15354,211,448,356,486,449,677,1303,0,2011,,
0500000US20039,"Decatur County, Kansas",1484,8,20,71,20,0,0,51,0,2011,,
0500000US20041,"Dickinson County, Kansas",7591,131,120,173,110,104,342,634,12,2011,,
0500000US20043,"Doniphan County, Kansas",3108,29,82,140,51,22,6,523,7,2011,,
0500000US20045,"Douglas County, Kansas",43238,4623,1867,3657,3456,3420,2774,1407,0,2011,,
0500000US20047,"Edwards County, Kansas",1352,76,0,0,5,19,84,69,0,2011,,
0500000US20049,"Elk County, Kansas",1289,11,96,6,23,3,10,114,0,2011,,
0500000US20051,"Ellis County, Kansas",11678,384,877,732,619,370,487,717,0,2011,,
0500000US20053,"Ellsworth County, Kansas",2560,24,64,84,8,32,10,242,0,2011,,
0500000US20055,"Finney County, Kansas",12105,463,569,932,270,302,345,1474,0,2011,,
0500000US20057,"Ford County, Kansas",10982,361,823,447,420,41,565,1556,0,2011,,
0500000US20059,"Franklin County, Kansas",10148,100,251,310,334,102,224,1235,3,2011,,
0500000US20061,"Geary County, Kansas",11868,980,851,1059,1188,652,404,1388,0,2011,,
0500000US20063,"Gove County, Kansas",1151,0,16,25,15,15,6,76,0,2011,,
0500000US20065,"Graham County, Kansas",1183,18,36,23,28,0,5,83,0,2011,,
0500000US20067,"Grant County, Kansas",2811,23,45,35,0,0,0,632,0,2011,,
0500000US20069,"Gray County, Kansas",2052,23,42,45,16,24,2,359,5,2011,,
0500000US20071,"Greeley County, Kansas",502,33,0,0,11,0,0,55,0,2011,,
0500000US20073,"Greenwood County, Kansas",2944,1,9,53,21,9,5,509,0,2011,,
0500000US20075,"Hamilton County, Kansas",1071,73,43,47,27,0,0,80,0,2011,,
0500000US20077,"Harper County, Kansas",2660,54,53,47,52,30,22,220,0,2011,,
0500000US20079,"Harvey County, Kansas",13137,353,669,444,300,118,284,779,23,2011,,
0500000US20081,"Haskell County, Kansas",1397,14,9,32,20,13,0,272,0,2011,,
0500000US20083,"Hodgeman County, Kansas",781,37,36,11,0,14,0,79,0,2011,,
0500000US20085,"Jackson County, Kansas",5336,116,97,118,76,30,27,337,15,2011,,
0500000US20087,"Jefferson County, Kansas",7401,95,109,79,34,61,44,830,0,2011,,
0500000US20089,"Jewell County, Kansas",1470,9,19,66,13,14,16,142,0,2011,,
0500000US20091,"Johnson County, Kansas",212587,18743,2133,8497,17459,11068,11895,1694,58,2011,,
0500000US20093,"Kearny County, Kansas",1385,20,16,51,8,5,0,369,0,2011,,
0500000US20095,"Kingman County, Kansas",3357,58,22,68,21,14,12,271,0,2011,,
0500000US20097,"Kiowa County, Kansas",1013,30,14,32,48,18,19,58,13,2011,,
0500000US20099,"Labette County, Kansas",8781,75,234,195,115,74,289,650,0,2011,,
0500000US20101,"Lane County, Kansas",737,27,10,14,6,32,0,77,0,2011,,
0500000US20103,"Leavenworth County, Kansas",25932,2377,534,1345,961,379,736,981,0,2011,,
0500000US20105,"Lincoln County, Kansas",1444,10,16,26,29,11,23,84,0,2011,,
0500000US20107,"Linn County, Kansas",4323,23,43,69,17,39,20,883,44,2011,,
0500000US20109,"Logan County, Kansas",1323,0,45,42,12,3,0,81,0,2011,,
0500000US20111,"Lyon County, Kansas",13428,339,366,761,756,753,991,1510,0,2011,,
0500000US20113,"McPherson County, Kansas",11541,432,394,483,325,112,155,752,0,2011,,
0500000US20115,"Marion County, Kansas",5058,95,181,77,80,111,86,290,0,2011,,
0500000US20117,"Marshall County, Kansas",4309,25,70,34,112,89,9,189,0,2011,,
0500000US20119,"Meade County, Kansas",1765,11,16,49,24,0,0,130,0,2011,,
0500000US20121,"Miami County, Kansas",12034,208,292,464,148,141,193,730,0,2011,,
0500000US20123,"Mitchell County, Kansas",2710,42,135,63,42,9,42,102,0,2011,,
0500000US20125,"Montgomery County, Kansas",14179,189,374,506,392,260,492,1558,12,2011,,
0500000US20127,"Morris County, Kansas",2558,11,47,55,23,44,54,249,0,2011,,
0500000US20129,"Morton County, Kansas",1221,26,2,106,0,6,0,173,0,2011,,
0500000US20131,"Nemaha County, Kansas",4040,18,118,121,55,51,89,189,0,2011,,
0500000US20133,"Neosho County, Kansas",6686,73,136,185,156,10,48,645,0,2011,,
0500000US20135,"Ness County, Kansas",1359,7,9,51,22,8,19,96,0,2011,,
0500000US20137,"Norton County, Kansas",2255,0,106,32,23,29,47,43,0,2011,,
0500000US20139,"Osage County, Kansas",6656,83,63,95,119,61,118,717,4,2011,,
0500000US20141,"Osborne County, Kansas",1752,16,65,26,12,0,21,83,0,2011,,
0500000US20143,"Ottawa County, Kansas",2354,19,45,32,45,7,28,256,2,2011,,
0500000US20145,"Pawnee County, Kansas",2523,69,73,156,11,54,32,148,0,2011,,
0500000US20147,"Phillips County, Kansas",2406,30,41,30,33,10,11,175,0,2011,,
0500000US20149,"Pottawatomie County, Kansas",7878,170,176,81,119,174,50,914,6,2011,,
0500000US20151,"Pratt County, Kansas",3980,82,109,114,90,5,164,310,3,2011,,
0500000US20153,"Rawlins County, Kansas",1200,17,13,16,10,10,28,83,0,2011,,
0500000US20155,"Reno County, Kansas",25827,683,824,1007,865,506,698,1294,24,2011,,
0500000US20157,"Republic County, Kansas",2348,24,25,28,43,67,33,76,0,2011,,
0500000US20159,"Rice County, Kansas",3822,67,132,62,75,0,43,235,0,2011,,
0500000US20161,"Riley County, Kansas",25375,1849,1666,1699,2007,2788,2669,1792,0,2011,,
0500000US20163,"Rooks County, Kansas",2372,19,12,69,29,15,19,143,0,2011,,
0500000US20165,"Rush County, Kansas",1568,24,26,28,5,7,2,100,0,2011,,
0500000US20167,"Russell County, Kansas",3270,11,56,68,104,7,61,139,0,2011,,
0500000US20169,"Saline County, Kansas",22239,994,1226,678,800,669,990,1162,15,2011,,
0500000US20171,"Scott County, Kansas",2051,116,38,28,0,0,0,182,0,2011,,
0500000US20173,"Sedgwick County, Kansas",191853,8418,6251,9350,6489,9310,13064,8782,73,2011,,
0500000US20175,"Seward County, Kansas",7426,148,396,299,265,207,202,1154,8,2011,,
0500000US20177,"Shawnee County, Kansas",73219,3929,1879,2442,3654,3342,5459,2323,0,2011,,
0500000US20179,"Sheridan County, Kansas",1087,10,0,0,14,23,21,86,0,2011,,
0500000US20181,"Sherman County, Kansas",2569,55,44,39,63,35,138,217,0,2011,,
0500000US20183,"Smith County, Kansas",1769,0,16,37,4,27,0,76,6,2011,,
0500000US20185,"Stafford County, Kansas",1853,25,53,24,4,16,3,186,2,2011,,
0500000US20187,"Stanton County, Kansas",765,0,9,4,0,22,0,161,0,2011,,
0500000US20189,"Stevens County, Kansas",2060,24,48,43,0,43,0,444,0,2011,,
0500000US20191,"Sumner County, Kansas",9239,49,207,241,123,39,246,868,12,2011,,
0500000US20193,"Thomas County, Kansas",3165,32,218,167,12,167,70,251,0,2011,,
0500000US20195,"Trego County, Kansas",1220,25,7,43,27,28,40,89,0,2011,,
0500000US20197,"Wabaunsee County, Kansas",2768,7,39,6,30,22,0,201,0,2011,,
0500000US20199,"Wallace County, Kansas",627,1,0,5,0,16,0,89,0,2011,,
0500000US20201,"Washington County, Kansas",2496,57,60,85,26,20,0,96,0,2011,,
0500000US20203,"Wichita County, Kansas",862,39,6,66,3,0,3,112,5,2011,,
0500000US20205,"Wilson County, Kansas",3830,26,115,148,87,33,0,599,0,2011,,
0500000US20207,"Woodson County, Kansas",1562,14,44,40,36,6,7,293,0,2011,,
0500000US20209,"Wyandotte County, Kansas",57114,4287,1279,2075,2774,3321,3767,1617,39,2011,,
0500000US21001,"Adair County, Kentucky",7193,146,55,71,237,186,47,1781,30,2011,,
0500000US21003,"Allen County, Kentucky",7849,87,199,150,231,0,47,1901,11,2011,,
0500000US21005,"Anderson County, Kentucky",8386,131,611,253,161,0,42,676,8,2011,,
0500000US21007,"Ballard County, Kentucky",3358,21,37,50,64,88,8,649,22,2011,,
0500000US21009,"Barren County, Kentucky",16708,164,991,1055,382,62,149,2809,0,2011,,
0500000US21011,"Bath County, Kentucky",4306,2,25,63,101,70,76,1699,9,2011,,
0500000US21013,"Bell County, Kentucky",10632,137,374,617,630,215,148,3080,0,2011,,
0500000US21015,"Boone County, Kentucky",41843,2397,671,973,2860,3951,1348,2069,77,2011,,
0500000US21017,"Bourbon County, Kentucky",7933,230,375,484,338,112,46,601,0,2011,,
0500000US21019,"Boyd County, Kentucky",19521,121,434,527,455,647,745,2522,0,2011,,
0500000US21021,"Boyle County, Kentucky",10916,164,957,540,446,101,244,868,0,2011,,
0500000US21023,"Bracken County, Kentucky",3070,7,66,9,26,18,83,864,25,2011,,
0500000US21025,"Breathitt County, Kentucky",5314,75,41,127,90,36,31,2335,0,2011,,
0500000US21027,"Breckinridge County, Kentucky",7519,23,177,110,82,143,54,2791,0,2011,,
0500000US21029,"Bullitt County, Kentucky",27705,690,192,675,1114,620,358,2813,0,2011,,
0500000US21031,"Butler County, Kentucky",5081,51,92,117,66,166,18,1385,0,2011,,
0500000US21033,"Caldwell County, Kentucky",5047,129,132,0,105,94,104,754,0,2011,,
0500000US21035,"Calloway County, Kentucky",14967,171,913,1053,1163,317,321,2555,15,2011,,
0500000US21037,"Campbell County, Kentucky",35258,1600,2308,1530,2402,3857,1782,1104,11,2011,,
0500000US21039,"Carlisle County, Kentucky",2018,0,31,51,31,1,0,459,0,2011,,
0500000US21041,"Carroll County, Kentucky",4195,24,200,158,261,1,12,1083,0,2011,,
0500000US21043,"Carter County, Kentucky",10407,69,232,131,242,64,102,3787,0,2011,,
0500000US21045,"Casey County, Kentucky",6032,89,32,52,20,7,0,1839,0,2011,,
0500000US21047,"Christian County, Kentucky",26117,1496,1845,1532,1557,794,606,2830,18,2011,,
0500000US21049,"Clark County, Kentucky",14406,556,1106,571,702,512,276,1517,0,2011,,
0500000US21051,"Clay County, Kentucky",6731,41,134,137,92,46,70,2923,25,2011,,
0500000US21053,"Clinton County, Kentucky",3986,4,19,105,175,48,40,1290,0,2011,,
0500000US21055,"Crittenden County, Kentucky",3855,0,22,63,89,0,35,955,0,2011,,
0500000US21057,"Cumberland County, Kentucky",2668,15,122,43,4,11,25,836,0,2011,,
0500000US21059,"Daviess County, Kentucky",37279,366,1197,1977,1700,1513,1335,2553,6,2011,,
0500000US21061,"Edmonson County, Kentucky",4770,21,21,33,91,87,15,2040,12,2011,,
0500000US21063,"Elliott County, Kentucky",2602,13,7,73,48,8,37,1125,0,2011,,
0500000US21065,"Estill County, Kentucky",5680,40,216,150,202,49,19,1626,0,2011,,
0500000US21067,"Fayette County, Kentucky",122075,6942,5953,6616,8698,10713,13074,1605,0,2011,,
0500000US21069,"Fleming County, Kentucky",5611,82,44,47,165,19,17,1916,0,2011,,
0500000US21071,"Floyd County, Kentucky",15562,96,214,431,655,176,154,5264,0,2011,,
0500000US21073,"Franklin County, Kentucky",20936,360,1351,1192,1456,861,959,1050,0,2011,,
0500000US21075,"Fulton County, Kentucky",2876,78,222,114,196,0,16,231,0,2011,,
0500000US21077,"Gallatin County, Kentucky",2988,9,59,83,168,50,82,1423,10,2011,,
0500000US21079,"Garrard County, Kentucky",6388,84,150,138,172,0,0,979,0,2011,,
0500000US21081,"Grant County, Kentucky",8755,202,584,180,675,127,63,2225,0,2011,,
0500000US21083,"Graves County, Kentucky",14789,197,584,378,307,103,87,2421,19,2011,,
0500000US21085,"Grayson County, Kentucky",9939,165,253,308,350,106,118,3495,19,2011,,
0500000US21087,"Green County, Kentucky",4422,22,56,58,78,30,34,980,0,2011,,
0500000US21089,"Greenup County, Kentucky",14309,120,164,429,262,127,220,2597,0,2011,,
0500000US21091,"Hancock County, Kentucky",3309,5,34,62,97,42,9,967,0,2011,,
0500000US21093,"Hardin County, Kentucky",37883,1281,1817,2841,2437,649,596,5191,53,2011,,
0500000US21095,"Harlan County, Kentucky",10642,56,187,472,396,163,129,3032,0,2011,,
0500000US21097,"Harrison County, Kentucky",7172,69,385,359,225,281,64,1318,21,2011,,
0500000US21099,"Hart County, Kentucky",6892,32,205,250,198,68,31,1766,14,2011,,
0500000US21101,"Henderson County, Kentucky",18652,240,670,863,1259,353,531,1919,27,2011,,
0500000US21103,"Henry County, Kentucky",6023,19,108,69,332,9,23,1036,0,2011,,
0500000US21105,"Hickman County, Kentucky",1983,36,62,25,53,3,0,369,0,2011,,
0500000US21107,"Hopkins County, Kentucky",18518,228,631,703,537,204,209,3367,8,2011,,
0500000US21109,"Jackson County, Kentucky",5569,41,118,80,134,0,30,1892,11,2011,,
0500000US21111,"Jefferson County, Kentucky",301312,12627,7984,21136,26604,20819,21099,4540,65,2011,,
0500000US21113,"Jessamine County, Kentucky",17797,1090,940,576,551,254,349,961,16,2011,,
0500000US21115,"Johnson County, Kentucky",9397,41,102,177,498,209,81,2967,7,2011,,
0500000US21117,"Kenton County, Kentucky",62054,2769,4132,3328,3524,4294,2809,1968,14,2011,,
0500000US21119,"Knott County, Kentucky",5878,9,35,70,23,100,22,2432,0,2011,,
0500000US21121,"Knox County, Kentucky",12541,128,388,514,640,38,174,4968,10,2011,,
0500000US21123,"Larue County, Kentucky",5035,168,72,153,101,53,59,899,0,2011,,
0500000US21125,"Laurel County, Kentucky",22002,188,398,523,1293,292,190,6744,15,2011,,
0500000US21127,"Lawrence County, Kentucky",5800,64,108,77,89,84,55,2249,0,2011,,
0500000US21129,"Lee County, Kentucky",2827,27,45,68,145,0,42,1027,0,2011,,
0500000US21131,"Leslie County, Kentucky",4428,74,16,69,2,0,9,1519,0,2011,,
0500000US21133,"Letcher County, Kentucky",9300,15,66,80,129,66,121,3471,0,2011,,
0500000US21135,"Lewis County, Kentucky",4983,13,48,87,136,62,0,1726,0,2011,,
0500000US21137,"Lincoln County, Kentucky",9793,107,249,283,189,42,2,2281,12,2011,,
0500000US21139,"Livingston County, Kentucky",3576,13,66,9,7,0,0,1102,25,2011,,
0500000US21141,"Logan County, Kentucky",11044,90,396,257,319,65,103,1859,0,2011,,
0500000US21143,"Lyon County, Kentucky",3295,20,157,122,180,2,0,1090,0,2011,,
0500000US21145,"McCracken County, Kentucky",27182,871,1179,1376,1403,450,983,2990,33,2011,,
0500000US21147,"McCreary County, Kentucky",6333,51,180,123,133,146,0,1771,26,2011,,
0500000US21149,"McLean County, Kentucky",3765,12,36,29,102,46,32,979,0,2011,,
0500000US21151,"Madison County, Kentucky",31130,683,1795,2338,2871,1608,1038,3478,0,2011,,
0500000US21153,"Magoffin County, Kentucky",4795,24,44,25,64,73,16,2642,0,2011,,
0500000US21155,"Marion County, Kentucky",7206,131,218,162,129,23,32,1030,0,2011,,
0500000US21157,"Marshall County, Kentucky",12434,235,346,283,220,76,318,3303,0,2011,,
0500000US21159,"Martin County, Kentucky",4391,20,78,156,189,16,9,1878,0,2011,,
0500000US21161,"Mason County, Kentucky",6568,267,240,318,179,229,213,871,0,2011,,
0500000US21163,"Meade County, Kentucky",10162,297,649,416,935,155,22,2289,0,2011,,
0500000US21165,"Menifee County, Kentucky",2173,18,14,38,30,36,0,1246,0,2011,,
0500000US21167,"Mercer County, Kentucky",8330,159,541,215,260,287,25,671,0,2011,,
0500000US21169,"Metcalfe County, Kentucky",4019,0,28,79,36,23,41,1169,0,2011,,
0500000US21171,"Monroe County, Kentucky",4358,43,89,120,110,26,57,963,35,2011,,
0500000US21173,"Montgomery County, Kentucky",10189,399,654,449,202,226,152,2026,0,2011,,
0500000US21175,"Morgan County, Kentucky",4627,0,46,118,99,59,28,1840,28,2011,,
0500000US21177,"Muhlenberg County, Kentucky",12117,39,133,310,231,205,80,2705,0,2011,,
0500000US21179,"Nelson County, Kentucky",16160,271,581,737,655,90,6,1608,0,2011,,
0500000US21181,"Nicholas County, Kentucky",2798,0,109,124,55,47,34,672,0,2011,,
0500000US21183,"Ohio County, Kentucky",8667,52,129,186,226,4,54,2394,0,2011,,
0500000US21185,"Oldham County, Kentucky",19400,575,218,383,446,336,138,623,24,2011,,
0500000US21187,"Owen County, Kentucky",4713,11,103,171,161,59,0,1085,21,2011,,
0500000US21189,"Owsley County, Kentucky",1650,0,2,116,25,0,0,718,0,2011,,
0500000US21191,"Pendleton County, Kentucky",5339,38,95,83,93,89,83,1417,0,2011,,
0500000US21193,"Perry County, Kentucky",10849,39,293,289,378,68,158,4252,0,2011,,
0500000US21195,"Pike County, Kentucky",26904,226,593,599,593,206,650,11159,9,2011,,
0500000US21197,"Powell County, Kentucky",4581,175,148,177,151,14,13,1229,9,2011,,
0500000US21199,"Pulaski County, Kentucky",26199,259,839,1479,575,418,499,6286,16,2011,,
0500000US21201,"Robertson County, Kentucky",776,3,4,17,24,16,3,223,0,2011,,
0500000US21203,"Rockcastle County, Kentucky",6474,25,46,65,109,28,49,1893,11,2011,,
0500000US21205,"Rowan County, Kentucky",8206,67,457,300,264,195,92,2882,13,2011,,
0500000US21207,"Russell County, Kentucky",7409,23,140,141,104,106,132,2595,0,2011,,
0500000US21209,"Scott County, Kentucky",17628,743,762,578,800,598,185,1278,15,2011,,
0500000US21211,"Shelby County, Kentucky",15030,412,508,733,563,387,256,665,0,2011,,
0500000US21213,"Simpson County, Kentucky",6672,59,331,215,172,225,3,468,0,2011,,
0500000US21215,"Spencer County, Kentucky",6224,6,74,118,94,57,31,776,0,2011,,
0500000US21217,"Taylor County, Kentucky",9633,108,441,396,433,60,137,1067,0,2011,,
0500000US21219,"Todd County, Kentucky",4665,51,82,68,83,13,3,1082,0,2011,,
0500000US21221,"Trigg County, Kentucky",6149,0,150,115,150,8,7,1514,0,2011,,
0500000US21223,"Trimble County, Kentucky",3420,16,4,94,106,18,3,1035,17,2011,,
0500000US21225,"Union County, Kentucky",5468,49,87,193,153,9,12,871,19,2011,,
0500000US21227,"Warren County, Kentucky",42910,553,2034,3522,3037,1582,1776,3533,0,2011,,
0500000US21229,"Washington County, Kentucky",4541,13,155,46,27,26,2,664,0,2011,,
0500000US21231,"Wayne County, Kentucky",8526,0,214,261,261,25,35,3136,0,2011,,
0500000US21233,"Webster County, Kentucky",4990,43,74,87,108,34,61,1158,0,2011,,
0500000US21235,"Whitley County, Kentucky",13197,176,390,338,241,256,140,4447,0,2011,,
0500000US21237,"Wolfe County, Kentucky",2543,14,11,101,6,24,4,1333,0,2011,,
0500000US21239,"Woodford County, Kentucky",9878,90,406,470,396,66,171,347,0,2011,,
0500000US22001,"Acadia Parish, Louisiana",22083,291,728,225,546,95,146,4481,93,2011,,
0500000US22003,"Allen Parish, Louisiana",8257,42,449,136,153,0,10,1901,3,2011,,
0500000US22005,"Ascension Parish, Louisiana",36546,328,537,974,518,360,177,7826,9,2011,,
0500000US22007,"Assumption Parish, Louisiana",8590,57,95,150,80,73,0,3238,20,2011,,
0500000US22009,"Avoyelles Parish, Louisiana",15801,153,538,276,378,68,173,3227,22,2011,,
0500000US22011,"Beauregard Parish, Louisiana",12853,55,217,238,370,64,111,4264,15,2011,,
0500000US22013,"Bienville Parish, Louisiana",5571,26,231,146,182,18,40,1980,18,2011,,
0500000US22015,"Bossier Parish, Louisiana",43962,1092,1125,1070,2267,2498,1761,7532,47,2011,,
0500000US22017,"Caddo Parish, Louisiana",98270,3939,2412,4416,7145,3512,4287,10452,40,2011,,
0500000US22019,"Calcasieu Parish, Louisiana",72061,985,2834,2045,2538,1964,1888,13151,97,2011,,
0500000US22021,"Caldwell Parish, Louisiana",3834,8,148,28,30,0,3,1526,0,2011,,
0500000US22023,"Cameron Parish, Louisiana",2461,0,13,7,0,0,0,1290,62,2011,,
0500000US22025,"Catahoula Parish, Louisiana",3750,27,19,89,5,9,18,1245,0,2011,,
0500000US22027,"Claiborne Parish, Louisiana",5702,50,159,101,47,24,12,1890,7,2011,,
0500000US22029,"Concordia Parish, Louisiana",7710,94,270,110,231,6,0,2116,0,2011,,
0500000US22031,"De Soto Parish, Louisiana",10326,78,258,172,356,154,55,3673,49,2011,,
0500000US22033,"East Baton Rouge Parish, Louisiana",167150,5090,4202,12211,11541,12217,15031,6049,133,2011,,
0500000US22035,"East Carroll Parish, Louisiana",2525,17,74,112,102,0,20,544,0,2011,,
0500000US22037,"East Feliciana Parish, Louisiana",6978,23,139,146,70,12,42,2367,0,2011,,
0500000US22039,"Evangeline Parish, Louisiana",12165,101,392,148,58,50,371,2360,17,2011,,
0500000US22041,"Franklin Parish, Louisiana",7965,106,86,137,55,29,61,1682,2,2011,,
0500000US22043,"Grant Parish, Louisiana",7231,47,90,70,38,10,12,2297,41,2011,,
0500000US22045,"Iberia Parish, Louisiana",26370,266,437,919,976,236,455,6055,12,2011,,
0500000US22047,"Iberville Parish, Louisiana",11040,163,372,218,77,42,67,2787,73,2011,,
0500000US22049,"Jackson Parish, Louisiana",6037,28,343,123,102,0,13,1722,19,2011,,
0500000US22051,"Jefferson Parish, Louisiana",165404,7917,7657,12491,7693,11236,15787,3064,75,2011,,
0500000US22053,"Jefferson Davis Parish, Louisiana",11878,81,155,147,121,97,31,2443,25,2011,,
0500000US22055,"Lafayette Parish, Louisiana",84594,2138,1789,4800,4061,4433,5906,10500,144,2011,,
0500000US22057,"Lafourche Parish, Louisiana",34474,359,710,1045,546,430,314,7449,94,2011,,
0500000US22059,"La Salle Parish, Louisiana",5547,32,236,14,44,0,3,1346,3,2011,,
0500000US22061,"Lincoln Parish, Louisiana",16594,277,1705,1031,515,660,740,3396,40,2011,,
0500000US22063,"Livingston Parish, Louisiana",44166,411,234,798,325,536,482,14095,92,2011,,
0500000US22065,"Madison Parish, Louisiana",3938,24,97,214,160,80,72,696,29,2011,,
0500000US22067,"Morehouse Parish, Louisiana",10264,81,242,335,222,34,205,2103,43,2011,,
0500000US22069,"Natchitoches Parish, Louisiana",15044,422,626,608,897,637,472,4066,6,2011,,
0500000US22071,"Orleans Parish, Louisiana",134342,23258,25303,16452,8683,7903,16411,2900,85,2011,,
0500000US22073,"Ouachita Parish, Louisiana",56390,725,2078,3625,2862,1266,1816,8789,28,2011,,
0500000US22075,"Plaquemines Parish, Louisiana",8198,502,662,488,277,70,0,2275,17,2011,,
0500000US22077,"Pointe Coupee Parish, Louisiana",8903,160,126,84,115,45,98,2447,0,2011,,
0500000US22079,"Rapides Parish, Louisiana",47418,756,2513,1819,1918,1370,896,7494,76,2011,,
0500000US22081,"Red River Parish, Louisiana",3174,33,103,31,44,3,41,819,0,2011,,
0500000US22083,"Richland Parish, Louisiana",7287,18,283,243,85,39,53,1518,41,2011,,
0500000US22085,"Sabine Parish, Louisiana",9414,186,317,83,176,113,74,5604,12,2011,,
0500000US22087,"St. Bernard Parish, Louisiana",12246,639,1275,640,240,105,82,1810,81,2011,,
0500000US22089,"St. Charles Parish, Louisiana",18569,226,241,842,488,108,263,2009,0,2011,,
0500000US22091,"St. Helena Parish, Louisiana",4142,2,7,16,54,9,60,1974,0,2011,,
0500000US22093,"St. James Parish, Louisiana",7578,71,414,73,138,0,14,1511,0,2011,,
0500000US22095,"St. John the Baptist Parish, Louisiana",15775,216,467,585,217,185,163,1706,17,2011,,
0500000US22097,"St. Landry Parish, Louisiana",30381,161,1307,521,544,180,632,7535,31,2011,,
0500000US22099,"St. Martin Parish, Louisiana",18825,177,277,230,247,89,52,5867,11,2011,,
0500000US22101,"St. Mary Parish, Louisiana",20148,247,693,963,578,117,202,4629,120,2011,,
0500000US22103,"St. Tammany Parish, Louisiana",86374,2349,1746,2260,1796,1965,2859,8163,259,2011,,
0500000US22105,"Tangipahoa Parish, Louisiana",43518,883,2606,2496,1153,391,467,11087,57,2011,,
0500000US22107,"Tensas Parish, Louisiana",2205,0,13,21,33,0,16,337,7,2011,,
0500000US22109,"Terrebonne Parish, Louisiana",39040,667,787,1081,1161,652,996,7837,96,2011,,
0500000US22111,"Union Parish, Louisiana",8344,15,164,254,187,26,38,3087,32,2011,,
0500000US22113,"Vermilion Parish, Louisiana",21737,235,305,224,276,133,179,5654,86,2011,,
0500000US22115,"Vernon Parish, Louisiana",18025,1261,1064,2558,911,411,132,4584,17,2011,,
0500000US22117,"Washington Parish, Louisiana",17444,150,391,357,289,114,133,4727,2,2011,,
0500000US22119,"Webster Parish, Louisiana",16412,100,555,467,355,240,162,3973,14,2011,,
0500000US22121,"West Baton Rouge Parish, Louisiana",8510,94,166,416,147,104,24,2061,11,2011,,
0500000US22123,"West Carroll Parish, Louisiana",4070,10,83,42,14,4,8,1210,1,2011,,
0500000US22125,"West Feliciana Parish, Louisiana",4112,49,62,167,187,17,44,1051,0,2011,,
0500000US22127,"Winn Parish, Louisiana",5375,25,174,114,92,0,22,1797,35,2011,,
0500000US23001,"Androscoggin County, Maine",43968,849,4447,3779,3569,1314,1836,4894,0,2011,,
0500000US23003,"Aroostook County, Maine",30459,308,1894,2019,1530,495,967,3952,13,2011,,
0500000US23005,"Cumberland County, Maine",117138,6823,8800,9635,7023,3434,8323,5750,100,2011,,
0500000US23007,"Franklin County, Maine",12235,518,568,1124,829,439,93,1910,4,2011,,
0500000US23009,"Hancock County, Maine",23649,433,990,970,491,306,660,3472,18,2011,,
0500000US23011,"Kennebec County, Maine",51043,621,4066,3357,3092,1397,1287,6132,4,2011,,
0500000US23013,"Knox County, Maine",16876,390,934,911,541,200,391,1519,0,2011,,
0500000US23015,"Lincoln County, Maine",15009,332,596,386,264,46,178,2201,0,2011,,
0500000US23017,"Oxford County, Maine",23512,214,1160,1719,1265,227,1204,3706,23,2011,,
0500000US23019,"Penobscot County, Maine",62570,1135,3816,5467,3202,1759,1580,9458,7,2011,,
0500000US23021,"Piscataquis County, Maine",7860,67,271,534,195,58,217,1328,0,2011,,
0500000US23023,"Sagadahoc County, Maine",14853,910,567,914,541,324,287,1816,0,2011,,
0500000US23025,"Somerset County, Maine",21795,292,1164,1083,571,198,251,4374,2,2011,,
0500000US23027,"Waldo County, Maine",16204,206,538,577,494,168,143,3281,8,2011,,
0500000US23029,"Washington County, Maine",14111,226,462,608,235,190,253,2685,0,2011,,
0500000US23031,"York County, Maine",80319,2588,7268,6223,4670,1642,3388,7644,18,2011,,
0500000US24001,"Allegany County, Maryland",28596,2343,1977,1176,1512,716,1248,1188,0,2011,,
0500000US24003,"Anne Arundel County, Maryland",197348,40079,1537,2422,7422,17115,8051,4144,38,2011,,
0500000US24005,"Baltimore County, Maryland",315127,79671,4363,6711,22240,39598,21417,3284,133,2011,,
0500000US24009,"Calvert County, Maryland",30381,2025,304,81,140,616,716,468,0,2011,,
0500000US24011,"Caroline County, Maryland",11842,295,246,337,464,143,168,1316,0,2011,,
0500000US24013,"Carroll County, Maryland",59314,5933,1252,1191,968,2383,1481,723,0,2011,,
0500000US24015,"Cecil County, Maryland",35943,3852,1239,957,1786,678,595,2920,7,2011,,
