id,geographic area name,total population,year
0500000US26077,"Kalamazoo County, Michigan",252763,2013
0500000US26079,"Kalkaska County, Michigan",17142,2013
0500000US26081,"Kent County, Michigan",609544,2013
0500000US26083,"Keweenaw County, Michigan",2181,2013
0500000US26085,"Lake County, Michigan",11485,2013
0500000US26087,"Lapeer County, Michigan",88323,2013
0500000US26089,"Leelanau County, Michigan",21682,2013
0500000US26091,"Lenawee County, Michigan",99505,2013
0500000US26093,"Livingston County, Michigan",182402,2013
0500000US26095,"Luce County, Michigan",6550,2013
0500000US26097,"Mackinac County, Michigan",11099,2013
0500000US26099,"Macomb County, Michigan",845197,2013
0500000US26101,"Manistee County, Michigan",24626,2013
0500000US26103,"Marquette County, Michigan",67358,2013
0500000US26105,"Mason County, Michigan",28648,2013
0500000US26107,"Mecosta County, Michigan",43007,2013
0500000US26109,"Menominee County, Michigan",23917,2013
0500000US26111,"Midland County, Michigan",83842,2013
0500000US26113,"Missaukee County, Michigan",14940,2013
0500000US26115,"Monroe County, Michigan",151408,2013
0500000US26117,"Montcalm County, Michigan",63234,2013
0500000US26119,"Montmorency County, Michigan",9598,2013
0500000US26121,"Muskegon County, Michigan",171153,2013
0500000US26123,"Newaygo County, Michigan",48280,2013
0500000US26125,"Oakland County, Michigan",1213406,2013
0500000US26127,"Oceana County, Michigan",26456,2013
0500000US26129,"Ogemaw County, Michigan",21537,2013
0500000US26131,"Ontonagon County, Michigan",6584,2013
0500000US26133,"Osceola County, Michigan",23404,2013
0500000US26135,"Oscoda County, Michigan",8590,2013
0500000US26137,"Otsego County, Michigan",24127,2013
0500000US26139,"Ottawa County, Michigan",267017,2013
0500000US26141,"Presque Isle County, Michigan",13234,2013
0500000US26143,"Roscommon County, Michigan",24281,2013
0500000US26145,"Saginaw County, Michigan",198841,2013
0500000US26147,"St. Clair County, Michigan",161865,2013
0500000US26149,"St. Joseph County, Michigan",61111,2013
0500000US26151,"Sanilac County, Michigan",42637,2013
0500000US26153,"Schoolcraft County, Michigan",8407,2013
0500000US26155,"Shiawassee County, Michigan",69910,2013
0500000US26157,"Tuscola County, Michigan",55172,2013
0500000US26159,"Van Buren County, Michigan",75897,2013
0500000US26161,"Washtenaw County, Michigan",348560,2013
0500000US26163,"Wayne County, Michigan",1804507,2013
0500000US26165,"Wexford County, Michigan",32690,2013
0500000US27001,"Aitkin County, Minnesota",16032,2013
0500000US27003,"Anoka County, Minnesota",334027,2013
0500000US27005,"Becker County, Minnesota",32800,2013
0500000US27007,"Beltrami County, Minnesota",45021,2013
0500000US27009,"Benton County, Minnesota",38756,2013
0500000US27011,"Big Stone County, Minnesota",5209,2013
0500000US27013,"Blue Earth County, Minnesota",64504,2013
0500000US27015,"Brown County, Minnesota",25643,2013
0500000US27017,"Carlton County, Minnesota",35398,2013
0500000US27019,"Carver County, Minnesota",92770,2013
0500000US27021,"Cass County, Minnesota",28485,2013
0500000US27023,"Chippewa County, Minnesota",12272,2013
0500000US27025,"Chisago County, Minnesota",53691,2013
0500000US27027,"Clay County, Minnesota",59638,2013
0500000US27029,"Clearwater County, Minnesota",8725,2013
0500000US27031,"Cook County, Minnesota",5195,2013
0500000US27033,"Cottonwood County, Minnesota",11658,2013
0500000US27035,"Crow Wing County, Minnesota",62742,2013
0500000US27037,"Dakota County, Minnesota",402306,2013
0500000US27039,"Dodge County, Minnesota",20159,2013
0500000US27041,"Douglas County, Minnesota",36264,2013
0500000US27043,"Faribault County, Minnesota",14430,2013
0500000US27045,"Fillmore County, Minnesota",20870,2013
0500000US27047,"Freeborn County, Minnesota",31129,2013
0500000US27049,"Goodhue County, Minnesota",46259,2013
0500000US27051,"Grant County, Minnesota",5990,2013
0500000US27053,"Hennepin County, Minnesota",1170623,2013
0500000US27055,"Houston County, Minnesota",18915,2013
0500000US27057,"Hubbard County, Minnesota",20440,2013
0500000US27059,"Isanti County, Minnesota",38078,2013
0500000US27061,"Itasca County, Minnesota",45219,2013
0500000US27063,"Jackson County, Minnesota",10263,2013
0500000US27065,"Kanabec County, Minnesota",16151,2013
0500000US27067,"Kandiyohi County, Minnesota",42265,2013
0500000US27069,"Kittson County, Minnesota",4528,2013
0500000US27071,"Koochiching County, Minnesota",13251,2013
0500000US27073,"Lac qui Parle County, Minnesota",7184,2013
0500000US27075,"Lake County, Minnesota",10825,2013
0500000US27077,"Lake of the Woods County, Minnesota",3998,2013
0500000US27079,"Le Sueur County, Minnesota",27758,2013
0500000US27081,"Lincoln County, Minnesota",5854,2013
0500000US27083,"Lyon County, Minnesota",25703,2013
0500000US27085,"McLeod County, Minnesota",36321,2013
0500000US27087,"Mahnomen County, Minnesota",5475,2013
0500000US27089,"Marshall County, Minnesota",9454,2013
0500000US27091,"Martin County, Minnesota",20634,2013
0500000US27093,"Meeker County, Minnesota",23197,2013
0500000US27095,"Mille Lacs County, Minnesota",25927,2013
0500000US27097,"Morrison County, Minnesota",33118,2013
0500000US27099,"Mower County, Minnesota",39252,2013
0500000US27101,"Murray County, Minnesota",8639,2013
0500000US27103,"Nicollet County, Minnesota",32849,2013
0500000US27105,"Nobles County, Minnesota",21490,2013
0500000US27107,"Norman County, Minnesota",6753,2013
0500000US27109,"Olmsted County, Minnesota",146063,2013
0500000US27111,"Otter Tail County, Minnesota",57369,2013
0500000US27113,"Pennington County, Minnesota",14008,2013
0500000US27115,"Pine County, Minnesota",29449,2013
0500000US27117,"Pipestone County, Minnesota",9470,2013
0500000US27119,"Polk County, Minnesota",31522,2013
0500000US27121,"Pope County, Minnesota",10957,2013
0500000US27123,"Ramsey County, Minnesota",515732,2013
0500000US27125,"Red Lake County, Minnesota",4087,2013
0500000US27127,"Redwood County, Minnesota",15942,2013
0500000US27129,"Renville County, Minnesota",15499,2013
0500000US27131,"Rice County, Minnesota",64585,2013
0500000US27133,"Rock County, Minnesota",9601,2013
0500000US27135,"Roseau County, Minnesota",15587,2013
0500000US27137,"St. Louis County, Minnesota",200327,2013
0500000US27139,"Scott County, Minnesota",132774,2013
0500000US27141,"Sherburne County, Minnesota",89120,2013
0500000US27143,"Sibley County, Minnesota",15146,2013
0500000US27145,"Stearns County, Minnesota",151053,2013
0500000US27147,"Steele County, Minnesota",36512,2013
0500000US27149,"Stevens County, Minnesota",9723,2013
0500000US27151,"Swift County, Minnesota",9678,2013
0500000US27153,"Todd County, Minnesota",24697,2013
0500000US27155,"Traverse County, Minnesota",3507,2013
0500000US27157,"Wabasha County, Minnesota",21549,2013
0500000US27159,"Wadena County, Minnesota",13772,2013
0500000US27161,"Waseca County, Minnesota",19046,2013
0500000US27163,"Washington County, Minnesota",241315,2013
0500000US27165,"Watonwan County, Minnesota",11173,2013
0500000US27167,"Wilkin County, Minnesota",6576,2013
0500000US27169,"Winona County, Minnesota",51328,2013
0500000US27171,"Wright County, Minnesota",126142,2013
0500000US27173,"Yellow Medicine County, Minnesota",10294,2013
0500000US28001,"Adams County, Mississippi",32308,2013
0500000US28003,"Alcorn County, Mississippi",37159,2013
0500000US28005,"Amite County, Mississippi",13061,2013
0500000US28007,"Attala County, Mississippi",19383,2013
0500000US28009,"Benton County, Mississippi",8682,2013
0500000US28011,"Bolivar County, Mississippi",34107,2013
0500000US28013,"Calhoun County, Mississippi",14875,2013
0500000US28015,"Carroll County, Mississippi",10501,2013
0500000US28017,"Chickasaw County, Mississippi",17403,2013
0500000US28019,"Choctaw County, Mississippi",8440,2013
0500000US28021,"Claiborne County, Mississippi",9553,2013
0500000US28023,"Clarke County, Mississippi",16614,2013
0500000US28025,"Clay County, Mississippi",20539,2013
0500000US28027,"Coahoma County, Mississippi",25815,2013
0500000US28029,"Copiah County, Mississippi",29204,2013
0500000US28031,"Covington County, Mississippi",19520,2013
0500000US28033,"DeSoto County, Mississippi",163975,2013
0500000US28035,"Forrest County, Mississippi",75991,2013
0500000US28037,"Franklin County, Mississippi",8013,2013
0500000US28039,"George County, Mississippi",22757,2013
0500000US28041,"Greene County, Mississippi",14337,2013
0500000US28043,"Grenada County, Mississippi",21745,2013
0500000US28045,"Hancock County, Mississippi",44597,2013
0500000US28047,"Harrison County, Mississippi",190756,2013
0500000US28049,"Hinds County, Mississippi",246300,2013
0500000US28051,"Holmes County, Mississippi",18931,2013
0500000US28053,"Humphreys County, Mississippi",9258,2013
0500000US28057,"Itawamba County, Mississippi",23366,2013
0500000US28059,"Jackson County, Mississippi",139906,2013
0500000US28061,"Jasper County, Mississippi",16827,2013
0500000US28063,"Jefferson County, Mississippi",7690,2013
0500000US28065,"Jefferson Davis County, Mississippi",12248,2013
0500000US28067,"Jones County, Mississippi",68174,2013
0500000US28069,"Kemper County, Mississippi",10383,2013
0500000US28071,"Lafayette County, Mississippi",48905,2013
0500000US28073,"Lamar County, Mississippi",56763,2013
0500000US28075,"Lauderdale County, Mississippi",80337,2013
0500000US28077,"Lawrence County, Mississippi",12734,2013
0500000US28079,"Leake County, Mississippi",23519,2013
0500000US28081,"Lee County, Mississippi",83964,2013
0500000US28083,"Leflore County, Mississippi",31993,2013
0500000US28085,"Lincoln County, Mississippi",34870,2013
0500000US28087,"Lowndes County, Mississippi",59746,2013
0500000US28089,"Madison County, Mississippi",97151,2013
0500000US28091,"Marion County, Mississippi",26674,2013
0500000US28093,"Marshall County, Mississippi",36823,2013
0500000US28095,"Monroe County, Mississippi",36652,2013
0500000US28097,"Montgomery County, Mississippi",10754,2013
0500000US28099,"Neshoba County, Mississippi",29655,2013
0500000US28101,"Newton County, Mississippi",21645,2013
0500000US28103,"Noxubee County, Mississippi",11358,2013
0500000US28105,"Oktibbeha County, Mississippi",48198,2013
0500000US28107,"Panola County, Mississippi",34558,2013
0500000US28109,"Pearl River County, Mississippi",55569,2013
0500000US28111,"Perry County, Mississippi",12174,2013
0500000US28113,"Pike County, Mississippi",40269,2013
0500000US28115,"Pontotoc County, Mississippi",30207,2013
0500000US28117,"Prentiss County, Mississippi",25354,2013
0500000US28119,"Quitman County, Mississippi",8028,2013
0500000US28121,"Rankin County, Mississippi",143665,2013
0500000US28123,"Scott County, Mississippi",28255,2013
0500000US28127,"Simpson County, Mississippi",27439,2013
0500000US28129,"Smith County, Mississippi",16414,2013
0500000US28131,"Stone County, Mississippi",17854,2013
0500000US28133,"Sunflower County, Mississippi",28722,2013
0500000US28135,"Tallahatchie County, Mississippi",15231,2013
0500000US28137,"Tate County, Mississippi",28625,2013
0500000US28139,"Tippah County, Mississippi",22080,2013
0500000US28141,"Tishomingo County, Mississippi",19582,2013
0500000US28143,"Tunica County, Mississippi",10660,2013
0500000US28145,"Union County, Mississippi",27338,2013
0500000US28147,"Walthall County, Mississippi",15265,2013
0500000US28149,"Warren County, Mississippi",48389,2013
0500000US28151,"Washington County, Mississippi",50578,2013
0500000US28153,"Wayne County, Mississippi",20675,2013
0500000US28155,"Webster County, Mississippi",10129,2013
0500000US28157,"Wilkinson County, Mississippi",9653,2013
0500000US28159,"Winston County, Mississippi",19052,2013
0500000US28161,"Yalobusha County, Mississippi",12554,2013
0500000US28163,"Yazoo County, Mississippi",28122,2013
0500000US29001,"Adair County, Missouri",25573,2013
0500000US29003,"Andrew County, Missouri",17319,2013
0500000US29005,"Atchison County, Missouri",5605,2013
0500000US29007,"Audrain County, Missouri",25584,2013
0500000US29009,"Barry County, Missouri",35614,2013
0500000US29011,"Barton County, Missouri",12378,2013
0500000US29013,"Bates County, Missouri",16878,2013
0500000US29015,"Benton County, Missouri",19008,2013
0500000US29017,"Bollinger County, Missouri",12408,2013
0500000US29019,"Boone County, Missouri",165776,2013
0500000US29021,"Buchanan County, Missouri",89419,2013
0500000US29023,"Butler County, Missouri",42946,2013
0500000US29025,"Caldwell County, Missouri",9249,2013
0500000US29027,"Callaway County, Missouri",44276,2013
0500000US29029,"Camden County, Missouri",43822,2013
0500000US29031,"Cape Girardeau County, Missouri",76322,2013
0500000US29033,"Carroll County, Missouri",9216,2013
0500000US29035,"Carter County, Missouri",6260,2013
0500000US29037,"Cass County, Missouri",99875,2013
0500000US29039,"Cedar County, Missouri",13903,2013
0500000US29041,"Chariton County, Missouri",7730,2013
0500000US29043,"Christian County, Missouri",78724,2013
0500000US29045,"Clark County, Missouri",7035,2013
0500000US29047,"Clay County, Missouri",225116,2013
0500000US29049,"Clinton County, Missouri",20659,2013
0500000US29051,"Cole County, Missouri",76228,2013
0500000US29053,"Cooper County, Missouri",17574,2013
0500000US29055,"Crawford County, Missouri",24711,2013
0500000US29057,"Dade County, Missouri",7734,2013
0500000US29059,"Dallas County, Missouri",16733,2013
0500000US29061,"Daviess County, Missouri",8347,2013
0500000US29063,"DeKalb County, Missouri",12873,2013
0500000US29065,"Dent County, Missouri",15649,2013
0500000US29067,"Douglas County, Missouri",13647,2013
0500000US29069,"Dunklin County, Missouri",31916,2013
0500000US29071,"Franklin County, Missouri",101569,2013
0500000US29073,"Gasconade County, Missouri",15083,2013
0500000US29075,"Gentry County, Missouri",6774,2013
0500000US29077,"Greene County, Missouri",278231,2013
0500000US29079,"Grundy County, Missouri",10282,2013
0500000US29081,"Harrison County, Missouri",8871,2013
0500000US29083,"Henry County, Missouri",22183,2013
0500000US29085,"Hickory County, Missouri",9499,2013
0500000US29087,"Holt County, Missouri",4771,2013
0500000US29089,"Howard County, Missouri",10184,2013
0500000US29091,"Howell County, Missouri",40458,2013
0500000US29093,"Iron County, Missouri",10505,2013
0500000US29095,"Jackson County, Missouri",675641,2013
0500000US29097,"Jasper County, Missouri",116803,2013
0500000US29099,"Jefferson County, Missouri",219636,2013
0500000US29101,"Johnson County, Missouri",53517,2013
0500000US29103,"Knox County, Missouri",4099,2013
0500000US29105,"Laclede County, Missouri",35535,2013
0500000US29107,"Lafayette County, Missouri",33188,2013
0500000US29109,"Lawrence County, Missouri",38488,2013
0500000US29111,"Lewis County, Missouri",10193,2013
0500000US29113,"Lincoln County, Missouri",53051,2013
0500000US29115,"Linn County, Missouri",12592,2013
0500000US29117,"Livingston County, Missouri",15051,2013
0500000US29119,"McDonald County, Missouri",22892,2013
0500000US29121,"Macon County, Missouri",15545,2013
0500000US29123,"Madison County, Missouri",12350,2013
0500000US29125,"Maries County, Missouri",9102,2013
0500000US29127,"Marion County, Missouri",28804,2013
0500000US29129,"Mercer County, Missouri",3749,2013
0500000US29131,"Miller County, Missouri",24863,2013
0500000US29133,"Mississippi County, Missouri",14271,2013
0500000US29135,"Moniteau County, Missouri",15657,2013
0500000US29137,"Monroe County, Missouri",8798,2013
0500000US29139,"Montgomery County, Missouri",12128,2013
0500000US29141,"Morgan County, Missouri",20392,2013
0500000US29143,"New Madrid County, Missouri",18695,2013
0500000US29145,"Newton County, Missouri",58552,2013
0500000US29147,"Nodaway County, Missouri",23347,2013
0500000US29149,"Oregon County, Missouri",10935,2013
0500000US29151,"Osage County, Missouri",13842,2013
0500000US29153,"Ozark County, Missouri",9653,2013
0500000US29155,"Pemiscot County, Missouri",18160,2013
0500000US29157,"Perry County, Missouri",19001,2013
0500000US29159,"Pettis County, Missouri",42146,2013
0500000US29161,"Phelps County, Missouri",44969,2013
0500000US29163,"Pike County, Missouri",18579,2013
0500000US29165,"Platte County, Missouri",90842,2013
0500000US29167,"Polk County, Missouri",31088,2013
0500000US29169,"Pulaski County, Missouri",52795,2013
0500000US29171,"Putnam County, Missouri",4944,2013
0500000US29173,"Ralls County, Missouri",10206,2013
0500000US29175,"Randolph County, Missouri",25253,2013
0500000US29177,"Ray County, Missouri",23290,2013
0500000US29179,"Reynolds County, Missouri",6661,2013
0500000US29181,"Ripley County, Missouri",14071,2013
0500000US29183,"St. Charles County, Missouri",365101,2013
0500000US29185,"St. Clair County, Missouri",9649,2013
0500000US29186,"Ste. Genevieve County, Missouri",17996,2013
0500000US29187,"St. Francois County, Missouri",65602,2013
0500000US29189,"St. Louis County, Missouri",999725,2013
0500000US29195,"Saline County, Missouri",23324,2013
0500000US29197,"Schuyler County, Missouri",4397,2013
0500000US29199,"Scotland County, Missouri",4859,2013
0500000US29201,"Scott County, Missouri",39216,2013
0500000US29203,"Shannon County, Missouri",8388,2013
0500000US29205,"Shelby County, Missouri",6274,2013
0500000US29207,"Stoddard County, Missouri",29860,2013
0500000US29209,"Stone County, Missouri",31817,2013
0500000US29211,"Sullivan County, Missouri",6611,2013
0500000US29213,"Taney County, Missouri",52412,2013
0500000US29215,"Texas County, Missouri",25830,2013
0500000US29217,"Vernon County, Missouri",20990,2013
0500000US29219,"Warren County, Missouri",32667,2013
0500000US29221,"Washington County, Missouri",25135,2013
0500000US29223,"Wayne County, Missouri",13437,2013
0500000US29225,"Webster County, Missouri",36274,2013
0500000US29227,"Worth County, Missouri",2129,2013
0500000US29229,"Wright County, Missouri",18643,2013
0500000US29510,"St. Louis city, Missouri",318955,2013
0500000US30001,"Beaverhead County, Montana",9278,2013
0500000US30003,"Big Horn County, Montana",12939,2013
0500000US30005,"Blaine County, Montana",6550,2013
0500000US30007,"Broadwater County, Montana",5666,2013
0500000US30009,"Carbon County, Montana",10126,2013
0500000US30013,"Cascade County, Montana",81621,2013
0500000US30015,"Chouteau County, Montana",5827,2013
0500000US30017,"Custer County, Montana",11785,2013
0500000US30021,"Dawson County, Montana",9132,2013
0500000US30023,"Deer Lodge County, Montana",9285,2013
0500000US30027,"Fergus County, Montana",11517,2013
0500000US30029,"Flathead County, Montana",91536,2013
0500000US30031,"Gallatin County, Montana",91499,2013
0500000US30035,"Glacier County, Montana",13528,2013
0500000US30039,"Granite County, Montana",3105,2013
0500000US30041,"Hill County, Montana",16301,2013
0500000US30043,"Jefferson County, Montana",11434,2013
0500000US30045,"Judith Basin County, Montana",2043,2013
0500000US30047,"Lake County, Montana",28905,2013
0500000US30049,"Lewis and Clark County, Montana",64143,2013
0500000US30051,"Liberty County, Montana",2357,2013
0500000US30053,"Lincoln County, Montana",19581,2013
0500000US30057,"Madison County, Montana",7702,2013
0500000US30059,"Meagher County, Montana",1905,2013
0500000US30061,"Mineral County, Montana",4219,2013
0500000US30063,"Missoula County, Montana",110243,2013
0500000US30067,"Park County, Montana",15621,2013
0500000US30071,"Phillips County, Montana",4205,2013
0500000US30073,"Pondera County, Montana",6166,2013
0500000US30077,"Powell County, Montana",7052,2013
0500000US30081,"Ravalli County, Montana",40423,2013
0500000US30083,"Richland County, Montana",10318,2013
0500000US30085,"Roosevelt County, Montana",10665,2013
0500000US30087,"Rosebud County, Montana",9310,2013
0500000US30089,"Sanders County, Montana",11400,2013
0500000US30093,"Silver Bow County, Montana",34322,2013
0500000US30095,"Stillwater County, Montana",9173,2013
0500000US30097,"Sweet Grass County, Montana",3640,2013
0500000US30099,"Teton County, Montana",6063,2013
0500000US30101,"Toole County, Montana",5224,2013
0500000US30105,"Valley County, Montana",7465,2013
0500000US30107,"Wheatland County, Montana",2138,2013
0500000US30111,"Yellowstone County, Montana",150156,2013
0500000US31001,"Adams County, Nebraska",31367,2013
0500000US31003,"Antelope County, Nebraska",6600,2013
0500000US31011,"Boone County, Nebraska",5441,2013
0500000US31013,"Box Butte County, Nebraska",11312,2013
0500000US31019,"Buffalo County, Nebraska",46885,2013
0500000US31021,"Burt County, Nebraska",6748,2013
0500000US31023,"Butler County, Nebraska",8334,2013
0500000US31025,"Cass County, Nebraska",25222,2013
0500000US31027,"Cedar County, Nebraska",8790,2013
0500000US31029,"Chase County, Nebraska",3984,2013
0500000US31031,"Cherry County, Nebraska",5735,2013
0500000US31033,"Cheyenne County, Nebraska",10022,2013
0500000US31035,"Clay County, Nebraska",6469,2013
0500000US31037,"Colfax County, Nebraska",10495,2013
0500000US31039,"Cuming County, Nebraska",9095,2013
0500000US31041,"Custer County, Nebraska",10872,2013
0500000US31043,"Dakota County, Nebraska",20920,2013
0500000US31045,"Dawes County, Nebraska",9172,2013
0500000US31047,"Dawson County, Nebraska",24256,2013
0500000US31049,"Deuel County, Nebraska",1952,2013
0500000US31051,"Dixon County, Nebraska",5953,2013
0500000US31053,"Dodge County, Nebraska",36675,2013
0500000US31055,"Douglas County, Nebraska",524697,2013
0500000US31057,"Dundy County, Nebraska",1994,2013
0500000US31059,"Fillmore County, Nebraska",5818,2013
0500000US31061,"Franklin County, Nebraska",3181,2013
0500000US31065,"Furnas County, Nebraska",4920,2013
0500000US31067,"Gage County, Nebraska",22055,2013
0500000US31073,"Gosper County, Nebraska",2005,2013
0500000US31077,"Greeley County, Nebraska",2507,2013
0500000US31079,"Hall County, Nebraska",59431,2013
0500000US31081,"Hamilton County, Nebraska",9090,2013
0500000US31083,"Harlan County, Nebraska",3445,2013
0500000US31087,"Hitchcock County, Nebraska",2884,2013
0500000US31089,"Holt County, Nebraska",10435,2013
0500000US31093,"Howard County, Nebraska",6308,2013
0500000US31095,"Jefferson County, Nebraska",7563,2013
0500000US31097,"Johnson County, Nebraska",5182,2013
0500000US31099,"Kearney County, Nebraska",6518,2013
0500000US31101,"Keith County, Nebraska",8247,2013
0500000US31105,"Kimball County, Nebraska",3779,2013
0500000US31107,"Knox County, Nebraska",8617,2013
0500000US31109,"Lancaster County, Nebraska",289873,2013
0500000US31111,"Lincoln County, Nebraska",36128,2013
0500000US31119,"Madison County, Nebraska",34995,2013
0500000US31121,"Merrick County, Nebraska",7802,2013
0500000US31123,"Morrill County, Nebraska",4958,2013
0500000US31125,"Nance County, Nebraska",3707,2013
0500000US31127,"Nemaha County, Nebraska",7207,2013
0500000US31129,"Nuckolls County, Nebraska",4462,2013
0500000US31131,"Otoe County, Nebraska",15727,2013
0500000US31133,"Pawnee County, Nebraska",2759,2013
0500000US31135,"Perkins County, Nebraska",2949,2013
0500000US31137,"Phelps County, Nebraska",9186,2013
0500000US31139,"Pierce County, Nebraska",7211,2013
0500000US31141,"Platte County, Nebraska",32350,2013
0500000US31143,"Polk County, Nebraska",5342,2013
0500000US31145,"Red Willow County, Nebraska",11015,2013
0500000US31147,"Richardson County, Nebraska",8289,2013
0500000US31151,"Saline County, Nebraska",14348,2013
0500000US31153,"Sarpy County, Nebraska",162728,2013
0500000US31155,"Saunders County, Nebraska",20800,2013
0500000US31157,"Scotts Bluff County, Nebraska",36883,2013
0500000US31159,"Seward County, Nebraska",16824,2013
0500000US31161,"Sheridan County, Nebraska",5390,2013
0500000US31163,"Sherman County, Nebraska",3129,2013
0500000US31167,"Stanton County, Nebraska",6148,2013
0500000US31169,"Thayer County, Nebraska",5187,2013
0500000US31173,"Thurston County, Nebraska",6915,2013
0500000US31177,"Washington County, Nebraska",20234,2013
0500000US31179,"Wayne County, Nebraska",9499,2013
0500000US31181,"Webster County, Nebraska",3762,2013
0500000US31185,"York County, Nebraska",13762,2013
0500000US32001,"Churchill County, Nevada",24572,2013
0500000US32003,"Clark County, Nevada",1976925,2013
0500000US32005,"Douglas County, Nevada",47035,2013
0500000US32007,"Elko County, Nevada",50023,2013
0500000US32013,"Humboldt County, Nevada",16800,2013
0500000US32015,"Lander County, Nevada",5844,2013
0500000US32017,"Lincoln County, Nevada",5296,2013
0500000US32019,"Lyon County, Nevada",51648,2013
0500000US32021,"Mineral County, Nevada",4700,2013
0500000US32023,"Nye County, Nevada",43368,2013
0500000US32027,"Pershing County, Nevada",6752,2013
0500000US32029,"Storey County, Nevada",3981,2013
0500000US32031,"Washoe County, Nevada",425495,2013
0500000US32033,"White Pine County, Nevada",10023,2013
0500000US32510,"Carson City, Nevada",54821,2013
0500000US33001,"Belknap County, New Hampshire",60216,2013
0500000US33003,"Carroll County, New Hampshire",47694,2013
0500000US33005,"Cheshire County, New Hampshire",76896,2013
0500000US33007,"Coos County, New Hampshire",32520,2013
0500000US33009,"Grafton County, New Hampshire",89166,2013
0500000US33011,"Hillsborough County, New Hampshire",402017,2013
0500000US33013,"Merrimack County, New Hampshire",146710,2013
0500000US33015,"Rockingham County, New Hampshire",296718,2013
0500000US33017,"Strafford County, New Hampshire",123836,2013
0500000US33019,"Sullivan County, New Hampshire",43398,2013
0500000US34001,"Atlantic County, New Jersey",274960,2013
0500000US34003,"Bergen County, New Jersey",912795,2013
0500000US34005,"Burlington County, New Jersey",449964,2013
0500000US34007,"Camden County, New Jersey",513512,2013
0500000US34009,"Cape May County, New Jersey",96684,2013
0500000US34011,"Cumberland County, New Jersey",157342,2013
0500000US34013,"Essex County, New Jersey",785853,2013
0500000US34015,"Gloucester County, New Jersey",289098,2013
0500000US34017,"Hudson County, New Jersey",644605,2013
0500000US34019,"Hunterdon County, New Jersey",127047,2013
0500000US34021,"Mercer County, New Jersey",368094,2013
0500000US34023,"Middlesex County, New Jersey",817026,2013
0500000US34025,"Monmouth County, New Jersey",629735,2013
0500000US34027,"Morris County, New Jersey",495261,2013
0500000US42115,"Susquehanna County, Pennsylvania",42948,2013
0500000US42117,"Tioga County, Pennsylvania",42267,2013
0500000US42119,"Union County, Pennsylvania",44932,2013
0500000US42121,"Venango County, Pennsylvania",54590,2013
0500000US42123,"Warren County, Pennsylvania",41429,2013
0500000US42125,"Washington County, Pennsylvania",208047,2013
0500000US42127,"Wayne County, Pennsylvania",52212,2013
0500000US42129,"Westmoreland County, Pennsylvania",364090,2013
0500000US42131,"Wyoming County, Pennsylvania",28177,2013
0500000US42133,"York County, Pennsylvania",436339,2013
0500000US44001,"Bristol County, Rhode Island",49426,2013
0500000US44003,"Kent County, Rhode Island",165628,2013
0500000US44005,"Newport County, Rhode Island",82545,2013
0500000US44007,"Providence County, Rhode Island",627469,2013
0500000US44009,"Washington County, Rhode Island",126627,2013
0500000US45001,"Abbeville County, South Carolina",25233,2013
0500000US45003,"Aiken County, South Carolina",161710,2013
0500000US45005,"Allendale County, South Carolina",10214,2013
0500000US45007,"Anderson County, South Carolina",188480,2013
0500000US45009,"Bamberg County, South Carolina",15814,2013
0500000US45011,"Barnwell County, South Carolina",22399,2013
0500000US45013,"Beaufort County, South Carolina",165354,2013
0500000US45015,"Berkeley County, South Carolina",184366,2013
0500000US45017,"Calhoun County, South Carolina",15109,2013
0500000US45019,"Charleston County, South Carolina",358736,2013
0500000US45021,"Cherokee County, South Carolina",55587,2013
0500000US45023,"Chester County, South Carolina",32879,2013
0500000US45025,"Chesterfield County, South Carolina",46452,2013
0500000US45027,"Clarendon County, South Carolina",34652,2013
0500000US45029,"Colleton County, South Carolina",38453,2013
0500000US45031,"Darlington County, South Carolina",68346,2013
0500000US45033,"Dillon County, South Carolina",31661,2013
0500000US45035,"Dorchester County, South Carolina",139802,2013
0500000US45037,"Edgefield County, South Carolina",26698,2013
0500000US45039,"Fairfield County, South Carolina",23589,2013
0500000US45041,"Florence County, South Carolina",137393,2013
0500000US45043,"Georgetown County, South Carolina",60280,2013
0500000US45045,"Greenville County, South Carolina",459857,2013
0500000US45047,"Greenwood County, South Carolina",69727,2013
0500000US45049,"Hampton County, South Carolina",20840,2013
0500000US45051,"Horry County, South Carolina",276688,2013
0500000US45053,"Jasper County, South Carolina",25408,2013
0500000US45055,"Kershaw County, South Carolina",61918,2013
0500000US45057,"Lancaster County, South Carolina",77946,2013
0500000US45059,"Laurens County, South Carolina",66457,2013
0500000US45061,"Lee County, South Carolina",18890,2013
0500000US45063,"Lexington County, South Carolina",266575,2013
0500000US45065,"McCormick County, South Carolina",10091,2013
0500000US45067,"Marion County, South Carolina",32695,2013
0500000US45069,"Marlboro County, South Carolina",28542,2013
0500000US45071,"Newberry County, South Carolina",37514,2013
0500000US45073,"Oconee County, South Carolina",74419,2013
0500000US45075,"Orangeburg County, South Carolina",91836,2013
0500000US45077,"Pickens County, South Carolina",119483,2013
0500000US45079,"Richland County, South Carolina",389708,2013
0500000US45081,"Saluda County, South Carolina",19895,2013
0500000US45083,"Spartanburg County, South Carolina",286789,2013
0500000US45085,"Sumter County, South Carolina",107645,2013
0500000US45087,"Union County, South Carolina",28594,2013
0500000US45089,"Williamsburg County, South Carolina",33944,2013
0500000US45091,"York County, South Carolina",230934,2013
