"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year,fips,geographic area name,median income (family),median income (nonfamily),total population,commute time,count,county,state
7.9,33.1,17.9,12.0,13.8,11.9,2011,36007,"Broome County, New York",52734,22694,200448,1583900.0,59,Broome County,NY
8.4,41.9,17.4,10.6,9.3,8.1,2011,36009,"Cattaraugus County, New York",46463,20717,80478,726845.0,6,Cattaraugus County,NY
11.3,36.0,18.2,12.4,11.2,7.2,2011,36011,"Cayuga County, New York",59670,22822,80204,744050.0,59,Cayuga County,NY
9.4,36.3,17.9,12.2,11.5,9.0,2011,36013,"Chautauqua County, New York",47320,20989,135018,978340.0,18,Chautauqua County,NY
9.4,36.8,19.0,11.3,11.6,9.1,2011,36015,"Chemung County, New York",52098,23103,88731,717780.0,8,Chemung County,NY
9.9,37.0,17.0,8.7,12.0,9.5,2011,36019,"Clinton County, New York",62125,23648,82265,668550.0,20,Clinton County,NY
9.6,31.0,16.8,11.3,15.3,13.1,2011,36021,"Columbia County, New York",71077,28519,63055,693700.0,8,Columbia County,NY
7.5,35.9,17.5,12.1,14.1,9.9,2011,36023,"Cortland County, New York",54411,24358,49441,437675.0,29,Cortland County,NY
9.1,38.5,18.9,10.6,10.5,8.3,2011,36025,"Delaware County, New York",51584,21227,48079,420970.0,14,Delaware County,NY
6.9,29.2,18.0,10.0,18.0,14.0,2011,36027,"Dutchess County, New York",87354,33163,296842,3959820.0,15,Dutchess County,NY
7.6,29.4,18.6,11.0,16.6,13.2,2011,36029,"Erie County, New York",62441,24670,919714,8643740.0,106,Erie County,NY
8.5,34.1,18.1,10.8,14.6,10.3,2011,36031,"Essex County, New York",53348,23890,39357,332290.0,31,Essex County,NY
11.2,38.9,16.4,10.7,9.2,8.2,2011,36033,"Franklin County, New York",49663,21637,51711,372675.0,4,Franklin County,NY
11.6,39.2,18.1,11.2,8.9,6.0,2011,36035,"Fulton County, New York",45838,20718,55456,510100.0,1,Fulton County,NY
6.5,38.3,18.8,13.0,12.7,7.7,2011,36037,"Genesee County, New York",61054,22998,59966,603755.0,9,Genesee County,NY
10.0,39.2,17.3,9.6,10.5,8.0,2011,36039,"Greene County, New York",53808,24269,49298,483115.0,8,Greene County,NY
9.2,37.1,18.5,13.3,10.9,7.6,2011,36043,"Herkimer County, New York",49741,19263,64354,637740.0,1,Herkimer County,NY
9.3,35.9,20.0,11.6,12.1,8.5,2011,36045,"Jefferson County, New York",45555,22345,115941,937260.0,14,Jefferson County,NY
11.0,28.3,14.3,6.2,18.1,11.1,2011,36047,"Kings County, New York",43755,27052,2486119,42791130.0,30,Kings County,NY
9.2,47.7,15.4,10.1,8.3,5.4,2011,36049,"Lewis County, New York",54102,21673,27037,255980.0,2,Lewis County,NY
8.5,34.3,18.2,12.5,13.1,10.2,2011,36051,"Livingston County, New York",64855,25190,65387,723000.0,16,Livingston County,NY
8.1,35.0,17.0,12.9,14.3,10.0,2011,36053,"Madison County, New York",62012,25491,73156,734665.0,13,Madison County,NY
7.7,25.2,17.3,10.8,20.1,15.2,2011,36055,"Monroe County, New York",65951,28443,742783,6444975.0,64,Monroe County,NY
12.0,36.7,17.8,12.4,9.4,7.0,2011,36057,"Montgomery County, New York",50052,22095,49985,492450.0,2,Montgomery County,NY
5.2,25.1,15.9,7.7,22.8,18.4,2011,36059,"Nassau County, New York",116940,36479,1332947,20528590.0,184,Nassau County,NY
6.5,12.9,10.7,3.7,30.0,27.7,2011,36061,"New York County, New York",71266,53270,1588257,23283860.0,354,New York County,NY
8.2,36.8,19.3,12.1,11.9,8.7,2011,36063,"Niagara County, New York",59557,21795,216036,1990170.0,24,Niagara County,NY
8.5,33.5,19.7,11.4,13.1,8.7,2011,36065,"Oneida County, New York",55652,24650,234549,1943345.0,15,Oneida County,NY
7.8,27.3,17.9,11.3,18.3,14.2,2011,36067,"Onondaga County, New York",65543,27173,464921,4021450.0,143,Onondaga County,NY
5.8,28.5,18.8,13.8,17.8,12.7,2011,36069,"Ontario County, New York",69606,27885,107070,1117580.0,15,Ontario County,NY
8.3,29.6,20.0,8.8,16.7,12.0,2011,36071,"Orange County, New York",84189,31815,371833,5442660.0,23,Orange County,NY
10.8,40.3,19.8,9.9,9.8,5.2,2011,36073,"Orleans County, New York",50801,21160,43011,418045.0,12,Orleans County,NY
9.8,42.2,18.6,9.8,9.7,6.1,2011,36075,"Oswego County, New York",53271,24375,122206,1231710.0,13,Oswego County,NY
8.1,34.6,17.3,10.2,14.7,11.5,2011,36077,"Otsego County, New York",54350,22478,62380,582750.0,8,Otsego County,NY
4.5,28.2,18.7,8.0,21.3,16.8,2011,36079,"Putnam County, New York",109654,40746,99662,1744625.0,3,Putnam County,NY
9.4,28.0,15.1,7.2,19.4,10.4,2011,36081,"Queens County, New York",57033,31309,2213977,42375690.0,32,Queens County,NY
7.3,31.5,18.1,12.4,15.1,12.2,2011,36083,"Rensselaer County, New York",63589,32094,159053,1670490.0,4,Rensselaer County,NY
7.5,33.4,17.9,7.2,17.4,11.6,2011,36085,"Richmond County, New York",82765,29250,466034,8286740.0,1,Richmond County,NY
6.3,23.8,15.9,7.4,22.8,18.0,2011,36087,"Rockland County, New York",97128,38648,308682,3982820.0,12,Rockland County,NY
8.8,37.8,17.6,12.0,9.7,9.2,2011,36089,"St. Lawrence County, New York",48750,21417,111809,885575.0,11,St. Lawrence County,NY
5.3,28.2,17.4,11.6,20.3,15.1,2011,36091,"Saratoga County, New York",87067,31918,218520,2646845.0,6,Saratoga County,NY
6.6,31.8,17.8,11.8,15.7,13.1,2011,36093,"Schenectady County, New York",67768,30571,153935,1546480.0,5,Schenectady County,NY
9.4,38.1,16.5,12.1,11.5,9.0,2011,36095,"Schoharie County, New York",60067,23207,32766,371955.0,1,Schoharie County,NY
8.6,39.2,20.1,11.8,9.1,7.9,2011,36097,"Schuyler County, New York",54320,24614,18490,203270.0,4,Schuyler County,NY
11.9,34.4,18.6,11.6,11.6,6.8,2011,36099,"Seneca County, New York",49959,22288,35306,325375.0,4,Seneca County,NY
8.4,36.4,18.1,13.2,10.1,9.4,2011,36101,"Steuben County, New York",51857,23399,98837,870435.0,2,Steuben County,NY
6.0,30.3,17.9,8.9,18.0,14.3,2011,36103,"Suffolk County, New York",101813,36622,1487177,20795485.0,157,Suffolk County,NY
9.6,34.4,19.2,10.2,11.7,9.0,2011,36105,"Sullivan County, New York",56317,26361,77553,846435.0,19,Sullivan County,NY
7.4,38.9,17.3,11.8,13.0,9.4,2011,36107,"Tioga County, New York",61571,22724,51287,565395.0,3,Tioga County,NY
5.7,20.8,14.3,7.6,20.8,29.0,2011,36109,"Tompkins County, New York",69463,27067,101033,849590.0,46,Tompkins County,NY
8.5,29.4,19.5,9.7,15.6,13.7,2011,36111,"Ulster County, New York",70491,30455,182710,2178485.0,17,Ulster County,NY
7.0,32.8,18.3,11.7,16.2,11.7,2011,36113,"Warren County, New York",68242,26225,65767,644760.0,11,Warren County,NY
9.1,42.1,17.5,9.8,9.5,7.4,2011,36115,"Washington County, New York",55735,24365,63174,718240.0,9,Washington County,NY
9.0,35.1,18.5,12.7,12.2,8.6,2011,36117,"Wayne County, New York",57159,25030,93628,1040070.0,10,Wayne County,NY
5.9,22.4,14.3,6.1,22.5,22.0,2011,36119,"Westchester County, New York",107085,39220,944249,13420355.0,97,Westchester County,NY
9.7,41.6,18.0,12.0,9.3,5.3,2011,36121,"Wyoming County, New York",55259,21927,42223,437295.0,3,Wyoming County,NY
7.9,37.0,15.0,9.2,11.7,11.7,2011,36123,"Yates County, New York",48152,18580,25342,231580.0,9,Yates County,NY
3.9,16.4,23.1,7.2,25.3,22.2,2011,41003,"Benton County, Oregon",72678,23754,84943,668415.0,18,Benton County,or
5.7,24.0,28.2,8.1,20.9,10.6,2011,41005,"Clackamas County, Oregon",73584,33626,373832,4244085.0,138,Clackamas County,or
8.5,34.7,27.5,9.4,11.0,5.8,2011,41009,"Columbia County, Oregon",65446,25081,49247,607675.0,6,Columbia County,or
10.0,35.4,28.0,6.6,10.7,4.9,2011,41013,"Crook County, Oregon",48259,26176,21356,166175.0,3,Crook County,or
4.9,24.3,28.8,10.3,19.7,10.1,2011,41017,"Deschutes County, Oregon",59326,27339,157014,1189945.0,3,Deschutes County,or
9.9,33.2,29.3,8.6,10.2,5.5,2011,41019,"Douglas County, Oregon",43418,20000,107382,771360.0,3,Douglas County,or
7.9,28.4,29.2,7.5,14.9,8.8,2011,41029,"Jackson County, Oregon",46915,23900,202178,1491415.0,18,Jackson County,or
10.2,35.6,24.8,6.7,11.0,5.5,2011,41031,"Jefferson County, Oregon",39506,25481,21786,171885.0,3,Jefferson County,or
9.7,31.2,28.3,11.1,10.6,6.3,2011,41033,"Josephine County, Oregon",42473,20239,82456,538815.0,3,Josephine County,or
6.8,25.3,28.8,8.4,16.9,11.0,2011,41039,"Lane County, Oregon",51755,23363,349832,2869960.0,21,Lane County,or
8.1,32.4,30.2,9.3,11.7,5.0,2011,41043,"Linn County, Oregon",53015,23430,115776,1018095.0,9,Linn County,or
9.0,26.9,26.0,8.9,13.2,7.5,2011,41047,"Marion County, Oregon",47693,26963,313020,2797215.0,30,Marion County,or
6.3,20.6,23.7,6.7,23.5,14.8,2011,41051,"Multnomah County, Oregon",58228,34223,724803,8380095.0,201,Multnomah County,or
6.0,25.8,27.4,8.4,18.1,10.1,2011,41053,"Polk County, Oregon",62731,23424,74734,722435.0,3,Polk County,or
5.0,19.0,23.8,8.2,25.8,13.6,2011,41067,"Washington County, Oregon",76440,34839,524275,5827000.0,165,Washington County,or
7.5,30.3,26.3,7.5,14.4,8.1,2011,41071,"Yamhill County, Oregon",58198,24474,98293,996265.0,15,Yamhill County,or
10.2,23.8,20.5,5.7,18.3,9.6,2011,48201,"Harris County, Texas",51705,32822,4025409,49696495.0,1,Harris County,NY
6.2,27.3,30.0,9.0,16.7,8.2,2011,49053,"Washington County, Utah",53540,23618,137020,889430.0,3,Washington County,or
6.7,31.8,18.4,7.8,19.4,12.4,2011,50003,"Bennington County, Vermont",53672,24213,37093,303650.0,2,Bennington County,vt
4.3,22.4,16.1,9.3,28.6,17.1,2011,50007,"Chittenden County, Vermont",80171,33844,155666,1563970.0,6,Chittenden County,vt
6.6,36.4,15.9,10.2,15.6,12.1,2011,50017,"Orange County, Vermont",56173,29107,29015,376430.0,6,Orange County,vt
7.7,36.4,18.4,7.6,17.3,9.2,2011,50021,"Rutland County, Vermont",55697,24885,61956,578705.0,4,Rutland County,vt
4.5,29.4,17.0,8.4,22.2,16.0,2011,50023,"Washington County, Vermont",65594,30399,59426,613640.0,2,Washington County,vt
6.1,31.5,18.1,7.0,19.3,15.7,2011,50025,"Windham County, Vermont",57424,26280,44409,418390.0,2,Windham County,vt
5.4,33.4,17.6,8.0,18.8,14.6,2011,50027,"Windsor County, Vermont",61924,27873,56786,564770.0,4,Windsor County,vt
3.3,9.1,9.0,3.8,33.3,37.4,2011,51013,"Arlington County, Virginia",132457,73942,202999,3385740.0,3,Arlington County,va
3.8,13.6,14.8,5.2,30.6,27.6,2011,51059,"Fairfax County, Virginia",121193,66056,1064735,17297805.0,15,Fairfax County,va
6.9,23.8,17.6,7.2,20.2,20.5,2011,51121,"Montgomery County, Virginia",68023,20933,93379,742320.0,6,Montgomery County,va
11.6,28.8,24.7,6.6,14.6,10.1,2011,51710,"Norfolk city, Virginia",43565,27277,241943,2405200.0,6,Norfolk city,va
6.3,24.9,26.0,9.6,17.3,10.5,2011,53005,"Benton County, Washington",65748,26281,171303,1591015.0,25,Benton County,WA
7.6,28.6,22.0,9.1,14.7,8.3,2011,53007,"Chelan County, Washington",49883,21908,71787,541330.0,8,Chelan County,WA
6.8,28.3,29.0,9.8,14.4,9.9,2011,53009,"Clallam County, Washington",50707,27816,71077,554685.0,6,Clallam County,WA
6.4,25.9,29.2,9.9,16.9,8.9,2011,53011,"Clark County, Washington",64627,31909,421154,4325910.0,3,Clark County,or
9.7,30.2,30.8,10.5,9.7,5.3,2011,53015,"Cowlitz County, Washington",49296,23514,101901,947100.0,6,Cowlitz County,WA
9.3,27.1,24.9,10.5,11.8,5.7,2011,53017,"Douglas County, Washington",47505,28199,37842,314090.0,8,Douglas County,WA
10.3,29.3,22.4,8.3,10.5,4.8,2011,53025,"Grant County, Washington",42477,20800,87179,623520.0,2,Grant County,WA
9.8,31.5,28.5,10.2,9.5,4.7,2011,53027,"Grays Harbor County, Washington",48300,25404,72348,621435.0,8,Grays Harbor County,WA
3.5,24.3,30.4,9.9,18.6,11.8,2011,53029,"Island County, Washington",62951,32668,78599,894685.0,12,Island County,WA
5.2,23.0,26.8,7.9,21.1,14.9,2011,53031,"Jefferson County, Washington",50076,26314,29709,241625.0,14,Jefferson County,WA
4.6,17.3,20.8,8.0,28.9,16.8,2011,53033,"King County, Washington",91851,41334,1908379,24971250.0,1604,King County,WA
5.0,24.0,29.4,10.9,18.3,10.4,2011,53035,"Kitsap County, Washington",68570,30053,249238,3183505.0,101,Kitsap County,WA
6.2,28.6,22.7,6.8,20.5,12.0,2011,53037,"Kittitas County, Washington",62645,21116,40461,360155.0,2,Kittitas County,WA
8.0,34.3,25.6,8.9,12.7,5.8,2011,53039,"Klickitat County, Washington",41688,17291,20259,141450.0,4,Klickitat County,WA
10.4,32.2,29.1,9.3,9.1,5.9,2011,53041,"Lewis County, Washington",49179,21623,75167,744750.0,12,Lewis County,WA
8.2,30.6,30.4,8.5,12.2,5.9,2011,53045,"Mason County, Washington",55234,26342,60116,664110.0,28,Mason County,WA
8.6,32.1,24.0,8.1,11.4,6.9,2011,53047,"Okanogan County, Washington",48169,21220,40655,276305.0,4,Okanogan County,WA
8.0,34.6,27.0,9.8,11.7,6.0,2011,53051,"Pend Oreille County, Washington",42872,17301,12952,120575.0,2,Pend Oreille County,WA
6.9,29.3,27.3,9.9,15.3,8.3,2011,53053,"Pierce County, Washington",63977,32290,791528,9986285.0,140,Pierce County,WA
4.2,18.9,25.8,4.6,26.5,18.3,2011,53055,"San Juan County, Washington",49943,31899,15662,105845.0,28,San Juan County,WA
7.1,25.0,27.7,11.5,14.9,8.8,2011,53057,"Skagit County, Washington",56534,29187,116327,1227185.0,37,Skagit County,WA
7.9,31.6,28.2,8.0,14.9,7.5,2011,53059,"Skamania County, Washington",69583,20083,10979,128955.0,3,Skamania County,or
6.3,25.2,26.8,10.6,19.9,8.5,2011,53061,"Snohomish County, Washington",75666,35756,704536,9638070.0,347,Snohomish County,WA
5.6,25.2,27.1,11.6,18.2,10.4,2011,53063,"Spokane County, Washington",57665,25691,466497,4238760.0,6,Spokane County,or
7.2,32.0,27.5,11.6,13.3,5.9,2011,53065,"Stevens County, Washington",52188,20008,43401,428155.0,11,Stevens County,WA
5.1,23.7,26.9,9.8,19.7,12.9,2011,53067,"Thurston County, Washington",68881,34293,248327,2786860.0,78,Thurston County,WA
5.8,32.9,33.7,10.0,8.1,6.6,2011,53069,"Wahkiakum County, Washington",47829,22614,3994,42145.0,2,Wahkiakum County,WA
6.0,23.3,27.0,12.6,14.1,10.1,2011,53071,"Walla Walla County, Washington",52569,25872,58154,361555.0,2,Walla Walla County,WA
5.6,23.1,25.3,11.1,21.3,10.5,2011,53073,"Whatcom County, Washington",62983,26117,198937,1867585.0,37,Whatcom County,WA
2.9,19.5,20.4,7.8,26.2,21.9,2011,53075,"Whitman County, Washington",61291,17992,44200,274910.0,6,Whitman County,WA
11.9,27.0,21.7,6.7,9.7,6.2,2011,53077,"Yakima County, Washington",41776,24462,239836,1776205.0,12,Yakima County,WA
6.3,19.5,18.8,6.8,24.3,16.8,2012,06001,"Alameda County, California",86039,41810,1515136,18693675.0,1168,Alameda County,CA
9.1,27.9,31.1,9.7,14.0,4.8,2012,06005,"Amador County, California",58260,29903,37764,322390.0,8,Amador County,CA
8.4,22.9,30.6,9.2,15.9,8.1,2012,06007,"Butte County, California",49086,25085,220101,1664985.0,28,Butte County,CA
5.1,29.5,32.9,9.6,14.8,6.0,2012,06009,"Calaveras County, California",72198,19809,45507,584190.0,8,Calaveras County,CA
5.6,19.2,22.6,8.2,24.6,14.1,2012,06013,"Contra Costa County, California",92745,43471,1052047,14646580.0,632,Contra Costa County,CA
14.6,29.8,28.6,6.7,9.5,4.4,2012,06015,"Del Norte County, California",47650,24558,28496,119040.0,3,Del Norte County,CA
4.4,22.4,29.3,10.1,21.4,10.0,2012,06017,"El Dorado County, California",88700,35847,180441,2114135.0,68,El Dorado County,CA
10.8,22.7,23.0,7.7,13.1,6.3,2012,06019,"Fresno County, California",42278,25746,930517,7328365.0,76,Fresno County,CA
7.1,25.8,29.2,8.9,17.5,8.8,2012,06023,"Humboldt County, California",47333,24426,134317,950370.0,21,Humboldt County,CA
15.7,21.7,22.7,6.3,9.0,4.2,2012,06025,"Imperial County, California",41968,14893,173487,1134645.0,4,Imperial County,CA
6.8,31.1,28.7,7.8,13.0,8.0,2012,06027,"Inyo County, California",57737,26400,18474,123560.0,2,Inyo County,CA
13.7,26.1,23.7,7.0,9.9,5.0,2012,06029,"Kern County, California",44685,25425,839153,7034635.0,62,Kern County,CA
13.2,26.0,25.1,7.8,9.2,3.2,2012,06031,"Kings County, California",47105,24251,151982,1135170.0,3,Kings County,CA
8.3,29.0,31.7,9.5,12.0,4.7,2012,06033,"Lake County, California",39014,18438,64360,590875.0,10,Lake County,CA
15.6,25.0,30.7,10.6,9.3,4.2,2012,06035,"Lassen County, California",63649,23913,34628,169500.0,1,Lassen County,CA
9.9,20.4,19.6,6.8,19.3,10.2,2012,06037,"Los Angeles County, California",55258,34839,9840024,121591230.0,4716,Los Angeles County,CA
13.6,23.2,23.3,7.6,9.9,4.0,2012,06039,"Madera County, California",43919,26196,150615,1044515.0,14,Madera County,CA
3.6,12.1,19.3,6.2,31.6,23.0,2012,06041,"Marin County, California",118771,51575,252759,3127955.0,316,Marin County,CA
8.7,29.9,30.5,9.1,14.1,5.9,2012,06043,"Mariposa County, California",56563,22454,18193,206555.0,2,Mariposa County,CA
8.0,26.2,28.1,9.3,13.1,8.4,2012,06045,"Mendocino County, California",43409,23562,87577,621150.0,18,Mendocino County,CA
12.5,24.4,22.7,7.0,8.3,4.2,2012,06047,"Merced County, California",41180,22424,256398,2283565.0,16,Merced County,CA
10.1,20.1,19.9,7.3,14.2,8.9,2012,06053,"Monterey County, California",53261,37634,416199,3726340.0,76,Monterey County,CA
7.3,19.3,23.2,8.9,20.6,10.7,2012,06055,"Napa County, California",73558,42962,136644,1419925.0,81,Napa County,CA
3.5,21.8,30.1,10.3,21.6,11.1,2012,06057,"Nevada County, California",66394,31601,98521,902615.0,19,Nevada County,CA
7.6,17.9,21.3,7.8,23.9,12.7,2012,06059,"Orange County, California",80750,41506,3021840,35268055.0,2167,Orange County,CA
4.1,20.1,27.8,11.0,23.7,11.0,2012,06061,"Placer County, California",93314,33397,350074,3798065.0,118,Placer County,CA
7.2,24.2,31.6,11.4,14.2,8.8,2012,06063,"Plumas County, California",38559,28496,19926,147450.0,1,Plumas County,CA
10.8,25.2,26.0,7.5,13.3,7.2,2012,06065,"Riverside County, California",59789,29127,2192982,25566060.0,445,Riverside County,CA
7.5,21.6,26.8,9.3,18.8,9.1,2012,06067,"Sacramento County, California",59173,36706,1422348,14656170.0,290,Sacramento County,CA
8.1,23.2,26.1,7.9,13.7,4.7,2012,06069,"San Benito County, California",63857,33611,55467,668190.0,14,San Benito County,CA
11.8,26.1,25.4,8.1,12.1,6.4,2012,06071,"San Bernardino County, California",54779,27394,2041029,22664940.0,344,San Bernardino County,CA
7.1,19.0,23.0,9.0,21.4,13.0,2012,06073,"San Diego County, California",68231,36878,3100500,32530640.0,1967,San Diego County,CA
5.7,13.7,14.8,5.4,31.7,20.3,2012,06075,"San Francisco County, California",91294,53413,807755,12243550.0,507,San Francisco County,CA
11.0,25.6,24.7,8.6,12.3,5.6,2012,06077,"San Joaquin County, California",53709,27358,687036,7243860.0,75,San Joaquin County,CA
6.2,21.2,27.1,9.7,19.6,12.0,2012,06079,"San Luis Obispo County, California",69225,32465,270121,2343900.0,82,San Luis Obispo County,CA
5.3,17.0,19.7,7.6,26.8,17.1,2012,06081,"San Mateo County, California",111250,52060,721183,8557945.0,816,San Mateo County,CA
7.8,17.8,22.1,8.2,18.5,13.0,2012,06083,"Santa Barbara County, California",63063,35901,423594,3514750.0,170,Santa Barbara County,CA
6.2,15.7,17.5,7.3,25.8,20.2,2012,06085,"Santa Clara County, California",109617,46692,1788393,19594415.0,2511,Santa Clara County,CA
5.9,15.9,23.1,8.3,23.0,14.5,2012,06087,"Santa Cruz County, California",71495,37679,262340,2994090.0,154,Santa Cruz County,CA
9.1,26.0,31.8,11.0,13.0,6.2,2012,06089,"Shasta County, California",48547,22411,177693,1240470.0,19,Shasta County,CA
7.9,26.8,29.8,9.0,15.4,7.6,2012,06093,"Siskiyou County, California",40079,21920,44673,272225.0,3,Siskiyou County,CA
7.2,24.0,28.6,9.9,17.1,7.2,2012,06095,"Solano County, California",70478,36204,414209,5104265.0,107,Solano County,CA
6.4,20.2,25.6,8.8,20.6,11.4,2012,06097,"Sonoma County, California",70037,36032,483456,5336305.0,238,Sonoma County,CA
10.8,27.6,24.8,7.2,10.9,5.4,2012,06099,"Stanislaus County, California",50284,25062,515115,5014635.0,40,Stanislaus County,CA
10.6,23.4,25.7,10.3,13.4,5.0,2012,06101,"Sutter County, California",51430,24918,94615,997415.0,4,Sutter County,CA
12.2,28.2,31.5,7.5,9.3,3.8,2012,06103,"Tehama County, California",43011,20602,63200,490655.0,4,Tehama County,CA
6.9,27.1,35.2,9.3,14.4,5.3,2012,06105,"Trinity County, California",40625,28617,13693,78305.0,4,Trinity County,CA
11.3,23.8,23.2,7.8,8.9,4.4,2012,06107,"Tulare County, California",38937,22904,441877,3357400.0,31,Tulare County,CA
9.3,29.3,32.1,9.6,11.3,6.1,2012,06109,"Tuolumne County, California",57325,27776,55205,475945.0,7,Tuolumne County,CA
7.5,18.9,24.2,8.4,19.8,11.4,2012,06111,"Ventura County, California",83033,37853,822794,8960490.0,491,Ventura County,CA
7.5,18.8,19.9,7.5,20.2,17.7,2012,06113,"Yolo County, California",71395,29656,200873,1816195.0,87,Yolo County,CA
12.1,24.3,30.3,10.1,9.7,3.9,2012,06115,"Yuba County, California",48521,23807,72244,707105.0,6,Yuba County,CA
10.7,29.8,22.7,8.0,14.5,6.1,2012,08001,"Adams County, Colorado",59192,32428,442996,5749425.0,117,Adams County,CO
7.7,28.9,27.1,7.0,11.2,11.8,2012,08003,"Alamosa County, Colorado",43770,14587,15750,90140.0,1,Alamosa County,CO
4.9,21.2,23.1,8.3,25.3,13.2,2012,08005,"Arapahoe County, Colorado",68554,35585,574357,7333550.0,180,Arapahoe County,CO
5.7,25.1,24.8,6.6,23.2,12.9,2012,08007,"Archuleta County, Colorado",52824,33635,12109,101970.0,1,Archuleta County,CO
3.0,12.7,17.7,5.6,32.4,25.6,2012,08013,"Boulder County, Colorado",94670,35428,297218,3076445.0,193,Boulder County,CO
2.5,17.3,22.7,8.2,30.7,16.3,2012,08014,"Broomfield County, Colorado",106137,36638,55913,710635.0,53,Broomfield County,CO
5.2,28.2,23.1,6.6,22.1,11.3,2012,08015,"Chaffee County, Colorado",49923,27301,17879,101445.0,1,Chaffee County,CO
4.0,24.8,27.0,6.3,23.9,13.4,2012,08019,"Clear Creek County, Colorado",95223,37367,9059,135575.0,10,Clear Creek County,CO
9.4,34.3,22.0,5.5,14.2,6.2,2012,08021,"Conejos County, Colorado",43787,14784,8241,70010.0,2,Conejos County,CO
5.7,29.6,26.0,5.6,19.0,13.5,2012,08027,"Custer County, Colorado",58077,30938,4208,41360.0,2,Custer County,CO
7.5,36.0,24.3,8.3,12.7,5.9,2012,08029,"Delta County, Colorado",55500,20713,30710,282055.0,2,Delta County,CO
7.7,19.0,18.7,5.2,25.8,16.4,2012,08031,"Denver County, Colorado",51755,36122,604356,7283785.0,3,Denver County,or
1.8,13.7,20.9,8.1,37.1,17.7,2012,08035,"Douglas County, Colorado",115940,52487,286883,3613385.0,134,Douglas County,CO
4.9,17.8,16.2,5.8,36.2,11.3,2012,08037,"Eagle County, Colorado",72951,43636,51850,580495.0,20,Eagle County,CO
2.2,29.0,27.5,10.6,21.5,8.6,2012,08039,"Elbert County, Colorado",84383,44886,23058,410630.0,31,Elbert County,CO
4.4,21.9,26.0,10.3,21.7,13.6,2012,08041,"El Paso County, Colorado",64324,30952,622816,6092600.0,84,El Paso County,CO
9.6,36.5,23.9,7.2,10.5,5.4,2012,08043,"Fremont County, Colorado",47903,22579,47006,306890.0,2,Fremont County,CO
