"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year,fips,geographic area name,median income (family),median income (nonfamily),total population,commute time,count,county,state
37603.0,169040.0,105576.0,49406.0,132166.0,100525.0,2017,09003,"Hartford County, Connecticut",89300,40425,897417,9657285.0,3,Hartford County,NY
10415.0,56761.0,38375.0,16030.0,34115.0,28033.0,2017,09011,"New London County, Connecticut",85198,43146,270772,3080400.0,2,New London County,WA
4252.0,32362.0,19969.0,10904.0,27082.0,21324.0,2017,09007,"Middlesex County, Connecticut",104985,47425,164110,2138145.0,1,Middlesex County,WA
32736.0,141048.0,95555.0,39156.0,165926.0,132570.0,2017,09001,"Fairfield County, Connecticut",109946,47629,947328,13298975.0,2,Fairfield County,vt
27608.0,84119.0,62203.0,14601.0,113830.0,156593.0,2017,11001,"District of Columbia, District of Columbia",95995,65922,672391,10047485.0,2,District of Columbia,mi
7398.0,27985.0,16568.0,6370.0,8281.0,4772.0,2017,12055,"Highlands County, Florida",44219,23334,100177,608720.0,1,Highlands County,mi
7936.0,34600.0,28735.0,16046.0,32960.0,31710.0,2017,12001,"Alachua County, Florida",67459,26832,259865,2399665.0,2,Alachua County,NY
3321.0,10173.0,3550.0,1135.0,2002.0,893.0,2017,12027,"DeSoto County, Florida",40174,23973,35675,292140.0,1,DeSoto County,mi
10103.0,48525.0,34308.0,12844.0,19864.0,11779.0,2017,12015,"Charlotte County, Florida",56293,29815,173236,1306290.0,1,Charlotte County,mi
15808.0,94898.0,66352.0,27087.0,64876.0,43904.0,2017,12115,"Sarasota County, Florida",69898,34623,404839,3477290.0,1,Sarasota County,mi
46658.0,172339.0,140060.0,62502.0,120073.0,57048.0,2017,12031,"Duval County, Florida",63082,35142,912043,10162040.0,1,Duval County,NY
18523.0,79606.0,54657.0,24355.0,34652.0,18868.0,2017,12069,"Lake County, Florida",60130,30184,326215,3489425.0,37,Lake County,NY
45262.0,206075.0,158722.0,73660.0,141166.0,76099.0,2017,12103,"Pinellas County, Florida",64876,32114,949842,9849920.0,1,Pinellas County,vt
17490.0,72836.0,46971.0,22977.0,27447.0,14535.0,2017,12111,"St. Lucie County, Florida",55618,28405,298763,3149800.0,1,St. Lucie County,WA
62600.0,258726.0,202778.0,91004.0,225909.0,134837.0,2017,12099,"Palm Beach County, Florida",71519,37506,1426772,15273640.0,25,Palm Beach County,NY
6301.0,33987.0,33538.0,14664.0,43552.0,25069.0,2017,12109,"St. Johns County, Florida",90682,40052,226578,2539565.0,2,St. Johns County,WA
167399.0,537439.0,301366.0,174965.0,339002.0,191194.0,2017,12086,"Miami-Dade County, Florida",52235,27859,2702602,37199670.0,2,Miami-Dade County,vt
18048.0,82335.0,55360.0,23106.0,47990.0,30186.0,2017,12081,"Manatee County, Florida",65250,31940,363542,3478395.0,1,Manatee County,mi
85301.0,361416.0,264800.0,131796.0,266661.0,151191.0,2017,12011,"Broward County, Florida",65596,36289,1890416,24496575.0,3,Broward County,nj
2816.0,16597.0,13561.0,5334.0,11850.0,7142.0,2017,12087,"Monroe County, Florida",75828,40733,76745,678210.0,2,Monroe County,vt
64010.0,248025.0,178643.0,86195.0,186135.0,105477.0,2017,12057,"Hillsborough County, Florida",65730,35847,1351087,16432900.0,19,Hillsborough County,NY
4372.0,26556.0,19856.0,7785.0,11826.0,6860.0,2017,12035,"Flagler County, Florida",58327,31074,105015,920510.0,1,Flagler County,NY
6209.0,31411.0,23522.0,8355.0,18855.0,13373.0,2017,12119,"Sumter County, Florida",65452,32366,116754,519400.0,37,Sumter County,NY
38288.0,160987.0,106273.0,46256.0,89211.0,52805.0,2017,12071,"Lee County, Florida",61847,33039,700165,7239785.0,1,Lee County,mi
24472.0,94296.0,55299.0,22429.0,32915.0,16497.0,2017,12083,"Marion County, Florida",50922,27112,343778,2795580.0,1,Marion County,NY
16571.0,70815.0,46734.0,20836.0,55109.0,38621.0,2017,12021,"Collier County, Florida",72804,41134,356774,3331720.0,1,Collier County,mi
60478.0,214138.0,165795.0,93352.0,187206.0,92344.0,2017,12095,"Orange County, Florida",60123,35658,1290216,16490725.0,2,Orange County,WA
5379.0,22962.0,25045.0,9683.0,45515.0,22764.0,2017,13117,"Forsyth County, Georgia",108147,45921,211300,2960065.0,2,Forsyth County,WA
7433.0,19510.0,13958.0,5818.0,9903.0,6877.0,2017,13185,"Lowndes County, Georgia",51555,22703,113941,907050.0,9,Lowndes County,NY
21915.0,92922.0,96765.0,34808.0,145159.0,78193.0,2017,13067,"Cobb County, Georgia",86091,45819,739072,10890120.0,2,Cobb County,vt
1397.0,4161.0,2401.0,825.0,1056.0,442.0,2017,13027,"Brooks County, Georgia",46892,21227,15629,131135.0,9,Brooks County,NY
8959.0,37466.0,37021.0,11731.0,38336.0,17427.0,2017,13057,"Cherokee County, Georgia",86552,43726,235896,3642400.0,2,Cherokee County,vt
1434.0,4764.0,3466.0,1051.0,3226.0,1947.0,2017,13085,"Dawson County, Georgia",73861,26007,23397,316090.0,2,Dawson County,WA
15811.0,55781.0,40318.0,13450.0,21663.0,10490.0,2017,13063,"Clayton County, Georgia",49001,31707,274150,3474685.0,4,Clayton County,nj
37269.0,123821.0,116104.0,40534.0,201680.0,137060.0,2017,13121,"Fulton County, Georgia",83533,43698,1010420,12712185.0,2,Fulton County,mi
13026.0,34341.0,25605.0,8249.0,18303.0,11004.0,2017,13139,"Hall County, Georgia",63700,33569,192865,2231515.0,2,Hall County,WA
2168.0,5727.0,4203.0,1279.0,2977.0,2297.0,2017,13187,"Lumpkin County, Georgia",56356,22607,31567,397790.0,2,Lumpkin County,WA
2288.0,6368.0,4825.0,1853.0,2396.0,1663.0,2017,13311,"White County, Georgia",52122,22500,28509,303145.0,2,White County,WA
34256.0,130320.0,111414.0,52070.0,131038.0,67782.0,2017,13135,"Gwinnett County, Georgia",72804,42218,889954,13397505.0,1,Gwinnett County,WA
30629.0,104886.0,94571.0,32091.0,121254.0,88288.0,2017,13089,"DeKalb County, Georgia",65702,43679,736066,10687250.0,1,DeKalb County,mi
14507.0,45712.0,47019.0,13622.0,38595.0,24463.0,2017,13051,"Chatham County, Georgia",64025,35954,285506,2766425.0,3,Chatham County,or
30637.0,177945.0,141190.0,71071.0,152164.0,79006.0,2017,15003,"Honolulu County, Hawaii",93367,47057,990060,13861265.0,3,Honolulu County,or
400.0,2430.0,4193.0,2746.0,4042.0,2015.0,2017,16065,"Madison County, Idaho",36504,24777,38241,222455.0,1,Madison County,WA
6100.0,27945.0,30913.0,11317.0,17039.0,8177.0,2017,16055,"Kootenai County, Idaho",63835,32267,150128,1365330.0,3,Kootenai County,or
10587.0,64701.0,73533.0,26887.0,73092.0,35811.0,2017,16001,"Ada County, Idaho",77222,33494,435117,4036450.0,3,Ada County,or
10723.0,40409.0,33279.0,10087.0,16252.0,6492.0,2017,16027,"Canyon County, Idaho",53822,25895,207027,1983275.0,1,Canyon County,WA
595.0,4075.0,4778.0,1829.0,5765.0,4203.0,2017,16057,"Latah County, Idaho",66467,24111,38697,342660.0,1,Latah County,WA
949.0,4471.0,4846.0,1939.0,2046.0,777.0,2017,16039,"Elmore County, Idaho",53695,26383,26232,191760.0,1,Elmore County,mn
585.0,2651.0,1995.0,838.0,1220.0,513.0,2017,16043,"Fremont County, Idaho",59344,30486,12889,124340.0,1,Fremont County,WA
9935.0,56963.0,46563.0,18499.0,30349.0,17990.0,2017,17119,"Madison County, Illinois",72185,31932,266153,2955460.0,2,Madison County,WA
24474.0,117126.0,118437.0,45287.0,183959.0,119948.0,2017,17043,"DuPage County, Illinois",103731,47470,931826,13140835.0,3,DuPage County,or
7677.0,37800.0,30979.0,10685.0,29200.0,17399.0,2017,17167,"Sangamon County, Illinois",77226,37026,198134,1766805.0,3,Sangamon County,or
11962.0,51438.0,43064.0,19525.0,28056.0,19221.0,2017,17163,"St. Clair County, Illinois",66898,28692,264433,2848080.0,2,St. Clair County,WA
21065.0,96100.0,84992.0,28651.0,118151.0,83502.0,2017,17097,"Lake County, Illinois",100965,42845,704476,9878570.0,1,Lake County,mi
2644.0,26444.0,19294.0,7699.0,31061.0,15629.0,2017,17113,"McLean County, Illinois",87758,36040,173231,1564695.0,12,McLean County,or
22290.0,119492.0,98663.0,36656.0,95679.0,53654.0,2017,17197,"Will County, Illinois",93727,42140,687727,10607760.0,3,Will County,or
243209.0,841480.0,678345.0,233590.0,796547.0,534409.0,2017,17031,"Cook County, Illinois",73012,40391,5238541,77681675.0,6,Cook County,mi
4893.0,28993.0,22021.0,9898.0,24513.0,12320.0,2017,18063,"Hendricks County, Indiana",86237,42161,158170,2089580.0,3,Hendricks County,or
7030.0,29991.0,17117.0,6969.0,8931.0,4827.0,2017,18091,"LaPorte County, Indiana",61533,30144,110839,989255.0,1,LaPorte County,mi
5354.0,30322.0,34026.0,13008.0,73578.0,41296.0,2017,18057,"Hamilton County, Indiana",108099,49955,309687,3801530.0,1,Hamilton County,mi
1745.0,9684.0,6766.0,2808.0,11596.0,7966.0,2017,18011,"Boone County, Indiana",92207,38382,63013,756660.0,3,Boone County,or
873.0,3904.0,2484.0,877.0,1421.0,1444.0,2017,18013,"Brown County, Indiana",71795,36058,15007,210965.0,1,Brown County,NY
6506.0,39046.0,23847.0,10794.0,19582.0,11658.0,2017,18127,"Porter County, Indiana",80262,36955,167391,2025770.0,1,Porter County,mi
58265.0,172295.0,127895.0,44118.0,118164.0,64860.0,2017,18097,"Marion County, Indiana",56733,31833,939964,10042475.0,1,Marion County,mi
6178.0,31182.0,20378.0,8672.0,20575.0,9976.0,2017,18081,"Johnson County, Indiana",77719,36584,149359,1847615.0,1,Johnson County,nj
4824.0,17854.0,14302.0,5592.0,19422.0,18076.0,2017,18105,"Monroe County, Indiana",69459,26833,144436,1252525.0,1,Monroe County,NY
398.0,3608.0,3007.0,1734.0,2572.0,1147.0,2017,19059,"Dickinson County, Iowa",78574,34341,17000,135295.0,1,Dickinson County,mn
15773.0,77430.0,64484.0,31038.0,75457.0,33397.0,2017,19153,"Polk County, Iowa",78175,40314,467235,4595685.0,6,Polk County,or
9929.0,56131.0,74078.0,29145.0,132207.0,79876.0,2017,20091,"Johnson County, Kansas",101844,44634,578797,6029515.0,1,Johnson County,NY
1061.0,6569.0,9393.0,2994.0,9250.0,7886.0,2017,20161,"Riley County, Kansas",66149,31750,75696,583505.0,1,Riley County,WA
36744.0,141997.0,118305.0,41127.0,99063.0,70362.0,2017,21111,"Jefferson County, Kentucky",68608,32857,764378,7867100.0,6,Jefferson County,nj
21910.0,93676.0,77911.0,29279.0,90536.0,64861.0,2017,24003,"Anne Arundel County, Maryland",107889,59161,564600,8517050.0,2,Anne Arundel County,WA
32698.0,152622.0,112480.0,40355.0,125363.0,91430.0,2017,24005,"Baltimore County, Maryland",88717,45685,828637,11704790.0,2,Baltimore County,mi
26790.0,98014.0,98365.0,37163.0,190725.0,225463.0,2017,24031,"Montgomery County, Maryland",122104,64868,1039198,17835915.0,1,Montgomery County,WA
5125.0,21776.0,15543.0,5951.0,13009.0,9223.0,2017,24037,"St. Mary's County, Maryland",101941,54846,110979,1661210.0,5,St. Mary's County,NY
5189.0,33029.0,24837.0,8473.0,17540.0,11904.0,2017,24017,"Charles County, Maryland",105606,56772,156021,3340685.0,1,Charles County,mi
46577.0,126395.0,82107.0,20061.0,67779.0,61584.0,2017,24510,"Baltimore city, Maryland",56236,34298,619796,8050235.0,7,Baltimore city,NY
27383.0,95837.0,68849.0,17527.0,51200.0,25645.0,2017,22051,"Jefferson Parish, Louisiana",64058,32276,437038,4827240.0,1,Jefferson Parish,WA
26825.0,62493.0,58968.0,12654.0,56258.0,42812.0,2017,22071,"Orleans Parish, Louisiana",54339,26927,388182,3961130.0,1,Orleans Parish,WA
2608.0,11401.0,8083.0,2258.0,3841.0,1662.0,2017,22115,"Vernon Parish, Louisiana",53471,30269,51906,464615.0,10,Vernon Parish,NY
2827.0,14744.0,9208.0,5675.0,9936.0,9494.0,2017,25011,"Franklin County, Massachusetts",76112,32660,70926,816510.0,1,Franklin County,WA
371.0,1769.0,1613.0,507.0,1960.0,1618.0,2017,25019,"Nantucket County, Massachusetts",109885,54353,10912,71335.0,1,Nantucket County,WA
39855.0,222205.0,139861.0,66627.0,297546.0,301153.0,2017,25017,"Middlesex County, Massachusetts",117048,53054,1582857,24214380.0,2,Middlesex County,vt
34550.0,160212.0,97066.0,49902.0,120813.0,76804.0,2017,25027,"Worcester County, Massachusetts",88971,36323,818249,11035405.0,19,Worcester County,NY
7330.0,36031.0,39276.0,15913.0,35464.0,24549.0,2017,26077,"Kalamazoo County, Michigan",70584,32183,259830,2464495.0,264,Kalamazoo County,mi
4143.0,22568.0,15542.0,6414.0,7313.0,4032.0,2017,26087,"Lapeer County, Michigan",65673,32089,88205,1275235.0,134,Lapeer County,mi
10424.0,44248.0,32163.0,12846.0,18221.0,9625.0,2017,26145,"Saginaw County, Michigan",57460,26947,193803,1694280.0,104,Saginaw County,mi
1955.0,9514.0,5874.0,2716.0,3540.0,2245.0,2017,26107,"Mecosta County, Michigan",55988,24994,43181,393475.0,28,Mecosta County,mi
2250.0,8673.0,5722.0,1797.0,1707.0,999.0,2017,26035,"Clare County, Michigan",45201,20190,30597,283510.0,9,Clare County,mi
2457.0,12400.0,6430.0,2780.0,2514.0,1551.0,2017,26151,"Sanilac County, Michigan",53303,24766,41535,445890.0,6,Sanilac County,mi
3345.0,12497.0,9464.0,3446.0,4402.0,2170.0,2017,26027,"Cass County, Michigan",62018,30072,51397,536690.0,51,Cass County,mi
2941.0,17721.0,12959.0,5482.0,5027.0,2708.0,2017,26155,"Shiawassee County, Michigan",61467,28885,68617,782570.0,90,Shiawassee County,mi
7837.0,31629.0,24602.0,11090.0,16928.0,11703.0,2017,26021,"Berrien County, Michigan",60462,27412,154948,1279270.0,89,Berrien County,mi
1309.0,7260.0,3449.0,1385.0,1303.0,696.0,2017,26133,"Osceola County, Michigan",49398,22923,23221,211000.0,7,Osceola County,mi
5496.0,26064.0,18315.0,8484.0,9685.0,4521.0,2017,26017,"Bay County, Michigan",57915,27421,105350,970990.0,83,Bay County,mi
57.0,601.0,315.0,233.0,251.0,164.0,2017,26083,"Keweenaw County, Michigan",52500,24010,2136,16365.0,4,Keweenaw County,mi
2169.0,11628.0,8897.0,3173.0,6436.0,4718.0,2017,26073,"Isabella County, Michigan",60894,24443,70572,546855.0,35,Isabella County,mi
657.0,4183.0,2823.0,1304.0,2224.0,1502.0,2017,26019,"Benzie County, Michigan",65349,29016,17462,184020.0,20,Benzie County,mi
1738.0,7702.0,4778.0,1651.0,1673.0,1018.0,2017,26143,"Roscommon County, Michigan",44612,23411,23934,160270.0,17,Roscommon County,mi
380.0,2713.0,1305.0,503.0,628.0,294.0,2017,26153,"Schoolcraft County, Michigan",50195,20714,8114,48025.0,2,Schoolcraft County,mi
975.0,5800.0,4398.0,1902.0,3346.0,2446.0,2017,26029,"Charlevoix County, Michigan",64378,30267,26160,224595.0,36,Charlevoix County,mi
3409.0,21584.0,21284.0,8013.0,12750.0,6949.0,2017,26045,"Eaton County, Michigan",71877,37052,108586,1118440.0,136,Eaton County,mi
8451.0,49191.0,37629.0,16160.0,37735.0,18372.0,2017,26139,"Ottawa County, Michigan",75629,31473,280243,2764260.0,265,Ottawa County,mi
2989.0,15788.0,9007.0,3837.0,3532.0,1697.0,2017,26157,"Tuscola County, Michigan",55031,26688,53569,637530.0,27,Tuscola County,mi
116065.0,354405.0,285716.0,96254.0,161102.0,106678.0,2017,26163,"Wayne County, Michigan",56118,27100,1763822,17222915.0,1284,Wayne County,mi
704.0,3326.0,2162.0,746.0,847.0,444.0,2017,26001,"Alcona County, Michigan",49137,24928,10413,74475.0,6,Alcona County,mi
1094.0,5713.0,3821.0,1523.0,2830.0,1815.0,2017,26009,"Antrim County, Michigan",60710,28466,23133,221250.0,32,Antrim County,mi
1755.0,6035.0,3962.0,1439.0,1180.0,657.0,2017,26129,"Ogemaw County, Michigan",47201,23062,20979,173960.0,8,Ogemaw County,mi
721.0,2435.0,1577.0,437.0,445.0,230.0,2017,26135,"Oscoda County, Michigan",46786,20446,8304,50745.0,4,Oscoda County,mi
7450.0,37505.0,25556.0,11716.0,12881.0,6422.0,2017,26115,"Monroe County, Michigan",73750,31259,149619,1606135.0,146,Monroe County,mi
2671.0,12135.0,7338.0,2698.0,3320.0,1919.0,2017,26059,"Hillsdale County, Michigan",57228,26075,45909,443060.0,16,Hillsdale County,mi
1899.0,8569.0,5427.0,2288.0,2786.0,1213.0,2017,26165,"Wexford County, Michigan",49844,27550,32915,275390.0,16,Wexford County,mi
1143.0,6983.0,3837.0,1706.0,4172.0,2794.0,2017,26061,"Houghton County, Michigan",58772,22012,36333,221730.0,10,Houghton County,mi
4581.0,33179.0,32302.0,12988.0,29548.0,15311.0,2017,26093,"Livingston County, Michigan",92869,42714,186946,2893105.0,347,Livingston County,mi
977.0,3646.0,2585.0,1059.0,1215.0,592.0,2017,26039,"Crawford County, Michigan",51737,26125,13821,100870.0,9,Crawford County,mi
2299.0,14377.0,12829.0,5681.0,10524.0,6019.0,2017,26037,"Clinton County, Michigan",80327,34056,77321,810720.0,171,Clinton County,mi
930.0,6633.0,4294.0,1813.0,3280.0,1463.0,2017,26043,"Dickinson County, Michigan",56290,25283,25694,181715.0,6,Dickinson County,mi
1927.0,7463.0,4630.0,1759.0,1998.0,1235.0,2017,26069,"Iosco County, Michigan",49701,26709,25317,185325.0,10,Iosco County,mi
1157.0,3745.0,1967.0,660.0,643.0,375.0,2017,26085,"Lake County, Michigan",43433,18057,11669,89475.0,16,Lake County,mi
1274.0,6539.0,4184.0,1999.0,2342.0,1385.0,2017,26101,"Manistee County, Michigan",54708,28115,24432,185855.0,8,Manistee County,mi
1888.0,11542.0,7217.0,2355.0,2478.0,1658.0,2017,26057,"Gratiot County, Michigan",51947,24090,41319,330060.0,27,Gratiot County,mi
1647.0,9862.0,4948.0,2250.0,2414.0,1210.0,2017,26063,"Huron County, Michigan",56943,27121,31750,278430.0,9,Huron County,mi
4499.0,29157.0,16601.0,6742.0,11470.0,5622.0,2017,26005,"Allegan County, Michigan",68270,33972,114145,1221860.0,202,Allegan County,mi
4391.0,25053.0,16798.0,5846.0,9067.0,4857.0,2017,26091,"Lenawee County, Michigan",63490,30888,98585,1132090.0,128,Lenawee County,mi
1136.0,6890.0,5120.0,2397.0,2853.0,1735.0,2017,26105,"Mason County, Michigan",55621,27358,28800,204205.0,14,Mason County,mi
1566.0,13790.0,10472.0,4154.0,9257.0,4449.0,2017,26103,"Marquette County, Michigan",63135,28374,67145,494300.0,12,Marquette County,mi
36679.0,166426.0,182766.0,67483.0,225174.0,171886.0,2017,26125,"Oakland County, Michigan",94395,42334,1241860,15748740.0,2566,Oakland County,mi
914.0,4272.0,2351.0,1129.0,931.0,462.0,2017,26113,"Missaukee County, Michigan",50307,24252,14982,123470.0,15,Missaukee County,mi
3377.0,15426.0,9826.0,3629.0,3921.0,2349.0,2017,26149,"St. Joseph County, Michigan",56574,29286,60890,558825.0,34,St. Joseph County,mi
1144.0,6103.0,4122.0,1641.0,2470.0,1274.0,2017,26137,"Otsego County, Michigan",59418,26846,24247,201655.0,5,Otsego County,mi
5715.0,32811.0,22743.0,8097.0,12698.0,6364.0,2017,26025,"Calhoun County, Michigan",56851,28735,134327,1112470.0,67,Calhoun County,mi
509.0,3115.0,1403.0,582.0,868.0,398.0,2017,26003,"Alger County, Michigan",56468,25280,9254,60910.0,4,Alger County,mi
8326.0,40690.0,29497.0,13121.0,14978.0,6729.0,2017,26121,"Muskegon County, Michigan",55421,27099,172707,1475935.0,81,Muskegon County,mi
8534.0,38731.0,29369.0,12620.0,12806.0,7372.0,2017,26147,"St. Clair County, Michigan",67392,30214,159761,2004555.0,57,St. Clair County,mi
1397.0,7585.0,4513.0,1577.0,2385.0,1361.0,2017,26031,"Cheboygan County, Michigan",52363,24227,25475,265635.0,25,Cheboygan County,mi
24864.0,101660.0,90220.0,37136.0,94426.0,49731.0,2017,26081,"Kent County, Michigan",70224,33490,636376,6371250.0,456,Kent County,mi
1610.0,6371.0,4336.0,1584.0,2099.0,1167.0,2017,26127,"Oceana County, Michigan",50929,23939,26317,220435.0,14,Oceana County,mi
1093.0,8912.0,6815.0,3533.0,3760.0,1722.0,2017,26041,"Delta County, Michigan",56777,24587,36395,297520.0,12,Delta County,mi
1344.0,7157.0,5607.0,2801.0,2347.0,1304.0,2017,26007,"Alpena County, Michigan",53524,22335,28730,201690.0,12,Alpena County,mi
2106.0,12336.0,7499.0,2648.0,2927.0,1281.0,2017,26023,"Branch County, Michigan",57570,29736,43543,396435.0,14,Branch County,mi
2572.0,16079.0,16651.0,6827.0,13632.0,8749.0,2017,26055,"Grand Traverse County, Michigan",71745,34899,91222,870595.0,54,Grand Traverse County,mi
1155.0,5919.0,6181.0,2431.0,4826.0,2980.0,2017,26047,"Emmet County, Michigan",66466,31072,32978,286275.0,39,Emmet County,mi
3124.0,16851.0,10894.0,4198.0,4981.0,2004.0,2017,26067,"Ionia County, Michigan",61327,29232,64147,721665.0,53,Ionia County,mi
800.0,3985.0,2372.0,876.0,975.0,648.0,2017,26141,"Presque Isle County, Michigan",51802,25990,12854,103540.0,13,Presque Isle County,mi
1765.0,7577.0,4262.0,1697.0,1512.0,1028.0,2017,26051,"Gladwin County, Michigan",50637,24786,25324,255905.0,8,Gladwin County,mi
1943.0,9658.0,6445.0,1981.0,3597.0,1816.0,2017,26033,"Chippewa County, Michigan",53536,25917,38023,239210.0,1,Chippewa County,mi
8718.0,36484.0,40794.0,15483.0,35536.0,30497.0,2017,26065,"Ingham County, Michigan",66415,33450,286185,2595540.0,337,Ingham County,mi
1058.0,7469.0,3793.0,1909.0,1920.0,809.0,2017,26109,"Menominee County, Michigan",55026,24746,23389,205270.0,5,Menominee County,mi
3763.0,16943.0,11452.0,4246.0,3807.0,1738.0,2017,26117,"Montcalm County, Michigan",52422,25844,62956,728430.0,28,Montcalm County,mi
3065.0,13519.0,7470.0,2727.0,3325.0,1634.0,2017,26123,"Newaygo County, Michigan",53713,25966,47899,511690.0,49,Newaygo County,mi
570.0,3805.0,3485.0,1660.0,3923.0,2785.0,2017,26089,"Leelanau County, Michigan",74043,35270,21564,192650.0,37,Leelanau County,mi
4013.0,16676.0,12682.0,4710.0,6929.0,3608.0,2017,26159,"Van Buren County, Michigan",59439,28848,75190,768925.0,113,Van Buren County,mi
7527.0,34341.0,41214.0,15776.0,57485.0,64209.0,2017,26161,"Washtenaw County, Michigan",94640,40125,361509,4005300.0,1256,Washtenaw County,mi
41730.0,180165.0,148268.0,64131.0,95834.0,50309.0,2017,26099,"Macomb County, Michigan",71606,35808,864019,10813300.0,766,Macomb County,mi
1094.0,4887.0,2563.0,1107.0,846.0,477.0,2017,26011,"Arenac County, Michigan",49656,23548,15238,150690.0,7,Arenac County,mi
2472.0,15573.0,9960.0,4543.0,5549.0,2546.0,2017,26015,"Barry County, Michigan",67777,32048,59607,743710.0,93,Barry County,mi
1285.0,5180.0,2889.0,1178.0,969.0,592.0,2017,26079,"Kalkaska County, Michigan",49914,24242,17358,189490.0,9,Kalkaska County,mi
2550.0,16643.0,12099.0,5741.0,11924.0,7760.0,2017,26111,"Midland County, Michigan",71798,30282,83489,760605.0,110,Midland County,mi
7936.0,36076.0,28619.0,11083.0,15798.0,7275.0,2017,26075,"Jackson County, Michigan",61359,29676,158989,1497820.0,147,Jackson County,mi
676.0,2994.0,2130.0,678.0,992.0,592.0,2017,26097,"Mackinac County, Michigan",51308,27826,10836,84900.0,5,Mackinac County,mi
21488.0,88329.0,75180.0,29949.0,35525.0,21286.0,2017,26049,"Genesee County, Michigan",56018,28381,410881,4111495.0,284,Genesee County,mi
11026.0,38467.0,34074.0,12718.0,18557.0,10596.0,2017,28047,"Harrison County, Mississippi",53053,29908,200491,1964420.0,1,Harrison County,mi
258.0,2529.0,1785.0,1044.0,1484.0,840.0,2017,27075,"Lake County, Minnesota",69563,35562,10578,92120.0,6,Lake County,mn
1349.0,8477.0,7307.0,3958.0,6034.0,3196.0,2017,27169,"Winona County, Minnesota",72983,29293,50992,480005.0,29,Winona County,mn
611.0,4881.0,3452.0,1772.0,2100.0,870.0,2017,27045,"Fillmore County, Minnesota",71458,29943,20825,255065.0,4,Fillmore County,mn
1677.0,9425.0,7157.0,2956.0,3168.0,1360.0,2017,27059,"Isanti County, Minnesota",77662,39104,38584,646425.0,22,Isanti County,mn
363.0,2456.0,1731.0,940.0,1068.0,367.0,2017,27063,"Jackson County, Minnesota",70542,30849,10104,79990.0,2,Jackson County,mn
1831.0,8348.0,5890.0,3266.0,3719.0,1777.0,2017,27099,"Mower County, Minnesota",69439,26208,39386,323975.0,9,Mower County,mn
1319.0,6740.0,4355.0,1941.0,1887.0,830.0,2017,27095,"Mille Lacs County, Minnesota",61396,29145,25635,340485.0,6,Mille Lacs County,mn
647.0,3775.0,2642.0,1280.0,1165.0,340.0,2017,27129,"Renville County, Minnesota",69067,31279,14798,131525.0,6,Renville County,mn
413.0,2805.0,1964.0,737.0,1212.0,401.0,2017,27033,"Cottonwood County, Minnesota",63326,29238,11437,83425.0,1,Cottonwood County,mn
494.0,4460.0,2935.0,2081.0,2196.0,893.0,2017,27055,"Houston County, Minnesota",69113,32207,18709,204320.0,11,Houston County,mn
4124.0,36525.0,35341.0,18674.0,46409.0,24767.0,2017,27163,"Washington County, Minnesota",104987,49816,250979,3211695.0,254,Washington County,mn
2626.0,20712.0,18626.0,11260.0,25366.0,9845.0,2017,27139,"Scott County, Minnesota",107515,47403,141463,1870295.0,158,Scott County,mn
9716.0,66268.0,55192.0,30187.0,47125.0,19870.0,2017,27003,"Anoka County, Minnesota",89666,43624,344861,4965790.0,298,Anoka County,mn
1124.0,6527.0,4310.0,2403.0,3103.0,1061.0,2017,27079,"Le Sueur County, Minnesota",79734,35157,27810,354125.0,18,Le Sueur County,mn
3702.0,27460.0,21663.0,12816.0,17703.0,8247.0,2017,27145,"Stearns County, Minnesota",73356,34878,155300,1600090.0,40,Stearns County,mn
341.0,1203.0,861.0,411.0,285.0,121.0,2017,27087,"Mahnomen County, Minnesota",52019,26193,5500,40955.0,3,Mahnomen County,mn
1659.0,12522.0,9712.0,5011.0,5690.0,2231.0,2017,27025,"Chisago County, Minnesota",86636,39766,54297,861985.0,33,Chisago County,mn
519.0,4506.0,3062.0,1800.0,2427.0,863.0,2017,27039,"Dodge County, Minnesota",79567,37131,20485,247675.0,15,Dodge County,mn
187.0,1892.0,1235.0,606.0,695.0,257.0,2017,27073,"Lac qui Parle County, Minnesota",62208,28694,6840,49270.0,4,Lac qui Parle County,mn
768.0,5492.0,3604.0,1720.0,2264.0,1048.0,2017,27157,"Wabasha County, Minnesota",73031,33908,21490,252225.0,22,Wabasha County,mn
2391.0,12402.0,9310.0,5651.0,7105.0,3048.0,2017,27111,"Otter Tail County, Minnesota",68188,29875,57790,546490.0,19,Otter Tail County,mn
435.0,2155.0,1363.0,652.0,985.0,300.0,2017,27117,"Pipestone County, Minnesota",61963,26315,9229,79120.0,2,Pipestone County,mn
2255.0,13687.0,11309.0,5962.0,7129.0,3932.0,2017,27035,"Crow Wing County, Minnesota",65510,27998,63505,601190.0,8,Crow Wing County,mn
9165.0,58727.0,59144.0,31409.0,78605.0,35731.0,2017,27037,"Dakota County, Minnesota",96643,45947,414655,5250530.0,1,Dakota County,WA
644.0,4040.0,2409.0,1065.0,1511.0,432.0,2017,27127,"Redwood County, Minnesota",65704,31215,15430,121340.0,5,Redwood County,mn
223.0,1556.0,830.0,522.0,666.0,131.0,2017,27081,"Lincoln County, Minnesota",67473,25274,5724,53760.0,3,Lincoln County,mn
