id,geographic area name,"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year
0500000US46073,"Jerauld County, South Dakota",8.1,39.5,25.4,3.9,9.3,5.3,2011
0500000US46075,"Jones County, South Dakota",5.5,35.8,24.8,12.6,14.9,1.6,2011
0500000US46077,"Kingsbury County, South Dakota",4.7,40.1,18.5,9.1,16.8,4.1,2011
0500000US46079,"Lake County, South Dakota",3.8,36.2,20.5,8.5,18.3,8.3,2011
0500000US46081,"Lawrence County, South Dakota",4.4,32.5,22.7,6.4,21.2,10.0,2011
0500000US46083,"Lincoln County, South Dakota",2.8,26.1,20.7,12.3,24.1,12.3,2011
0500000US46085,"Lyman County, South Dakota",8.4,39.4,22.3,5.2,12.8,6.4,2011
0500000US46087,"McCook County, South Dakota",4.1,39.9,21.5,11.3,13.4,6.2,2011
0500000US46089,"McPherson County, South Dakota",6.8,29.7,20.4,5.7,14.0,3.3,2011
0500000US46091,"Marshall County, South Dakota",4.9,37.4,20.3,12.6,13.3,2.9,2011
0500000US46093,"Meade County, South Dakota",5.3,33.8,26.2,11.0,16.6,4.9,2011
0500000US46095,"Mellette County, South Dakota",10.1,31.1,27.7,8.4,11.3,4.1,2011
0500000US46097,"Miner County, South Dakota",5.4,39.0,18.8,10.4,15.1,4.9,2011
0500000US46099,"Minnehaha County, South Dakota",5.7,29.3,22.1,10.2,20.8,8.4,2011
0500000US46101,"Moody County, South Dakota",5.1,35.1,22.0,11.2,14.0,7.7,2011
0500000US46103,"Pennington County, South Dakota",6.1,28.2,25.7,10.0,18.3,9.4,2011
0500000US46105,"Perkins County, South Dakota",6.8,35.5,26.6,7.1,14.0,4.3,2011
0500000US46107,"Potter County, South Dakota",5.6,36.1,21.3,10.4,14.8,4.4,2011
0500000US46109,"Roberts County, South Dakota",5.9,38.7,19.7,12.8,10.6,5.4,2011
0500000US46111,"Sanborn County, South Dakota",5.7,44.3,14.5,11.7,12.7,4.0,2011
0500000US46113,"Shannon County, South Dakota",14.8,30.5,25.1,9.3,10.8,2.2,2011
0500000US46115,"Spink County, South Dakota",5.2,37.6,21.2,8.1,15.8,3.8,2011
0500000US46117,"Stanley County, South Dakota",5.8,36.0,15.5,11.2,15.8,12.4,2011
0500000US46119,"Sully County, South Dakota",3.0,38.1,21.2,4.8,25.7,2.9,2011
0500000US46121,"Todd County, South Dakota",13.5,28.6,29.1,7.2,9.0,5.8,2011
0500000US46123,"Tripp County, South Dakota",6.9,36.1,24.2,8.8,15.1,3.6,2011
0500000US46125,"Turner County, South Dakota",3.9,39.9,20.9,8.6,17.7,3.8,2011
0500000US46127,"Union County, South Dakota",4.6,32.2,19.8,10.2,18.9,10.7,2011
0500000US46129,"Walworth County, South Dakota",7.2,34.8,21.5,6.4,19.5,4.1,2011
0500000US46135,"Yankton County, South Dakota",5.0,33.9,21.7,7.4,17.9,8.0,2011
0500000US46137,"Ziebach County, South Dakota",15.0,34.3,22.0,11.4,9.2,4.6,2011
0500000US47001,"Anderson County, Tennessee",9.9,35.9,20.0,6.6,12.3,9.1,2011
0500000US47003,"Bedford County, Tennessee",13.3,42.6,14.9,5.5,9.0,3.7,2011
0500000US47005,"Benton County, Tennessee",15.3,43.8,18.7,3.0,6.3,5.1,2011
0500000US47007,"Bledsoe County, Tennessee",15.4,40.9,19.3,3.5,4.9,4.0,2011
0500000US47009,"Blount County, Tennessee",9.0,36.4,22.5,6.5,12.7,7.8,2011
0500000US47011,"Bradley County, Tennessee",11.9,32.5,23.0,6.4,11.6,6.8,2011
0500000US47013,"Campbell County, Tennessee",15.9,41.6,14.9,4.2,6.0,3.1,2011
0500000US47015,"Cannon County, Tennessee",14.7,46.7,13.9,3.3,9.7,2.6,2011
0500000US47017,"Carroll County, Tennessee",14.5,39.1,18.8,3.4,10.7,5.4,2011
0500000US47019,"Carter County, Tennessee",12.5,38.7,18.4,5.8,10.2,5.5,2011
0500000US47021,"Cheatham County, Tennessee",12.3,37.2,19.6,6.9,13.6,5.2,2011
0500000US47023,"Chester County, Tennessee",13.7,38.0,21.4,4.9,7.6,6.2,2011
0500000US47025,"Claiborne County, Tennessee",14.2,39.0,14.4,5.0,6.8,5.5,2011
0500000US47027,"Clay County, Tennessee",12.9,40.2,15.3,3.3,5.0,5.9,2011
0500000US47029,"Cocke County, Tennessee",13.9,44.6,14.8,5.2,4.7,3.4,2011
0500000US47031,"Coffee County, Tennessee",10.9,38.6,18.3,5.8,11.9,7.2,2011
0500000US47033,"Crockett County, Tennessee",15.9,43.0,18.6,3.1,8.1,3.7,2011
0500000US47035,"Cumberland County, Tennessee",10.0,39.4,19.9,6.1,10.5,5.5,2011
0500000US47037,"Davidson County, Tennessee",9.5,24.9,20.4,5.7,22.0,12.4,2011
0500000US47039,"Decatur County, Tennessee",15.7,36.9,20.7,3.5,7.3,5.4,2011
0500000US47041,"DeKalb County, Tennessee",13.7,39.9,16.7,2.9,7.8,5.2,2011
0500000US47043,"Dickson County, Tennessee",11.0,41.5,19.9,4.7,9.6,5.9,2011
0500000US47045,"Dyer County, Tennessee",11.2,42.2,17.1,5.5,10.5,5.3,2011
0500000US47047,"Fayette County, Tennessee",9.2,36.1,21.1,6.5,14.6,5.8,2011
0500000US47049,"Fentress County, Tennessee",14.6,43.5,11.7,5.2,6.9,3.1,2011
0500000US47051,"Franklin County, Tennessee",10.9,37.0,18.9,5.8,10.8,7.0,2011
0500000US47053,"Gibson County, Tennessee",11.6,39.4,21.5,4.8,10.8,4.4,2011
0500000US47055,"Giles County, Tennessee",12.8,43.3,18.2,4.5,8.1,5.1,2011
0500000US47057,"Grainger County, Tennessee",15.2,42.1,14.7,3.9,4.7,3.2,2011
0500000US47059,"Greene County, Tennessee",12.1,42.1,17.5,4.7,9.3,5.5,2011
0500000US47061,"Grundy County, Tennessee",17.1,41.4,13.1,2.8,4.8,3.0,2011
0500000US47063,"Hamblen County, Tennessee",11.0,37.1,20.1,5.6,9.6,6.1,2011
0500000US47065,"Hamilton County, Tennessee",9.5,27.9,23.6,6.8,18.2,9.2,2011
0500000US47067,"Hancock County, Tennessee",8.8,47.4,12.4,2.0,4.6,3.0,2011
0500000US47069,"Hardeman County, Tennessee",18.9,38.7,18.4,3.5,6.4,4.2,2011
0500000US47071,"Hardin County, Tennessee",15.1,43.9,17.0,3.5,6.6,3.3,2011
0500000US47073,"Hawkins County, Tennessee",10.5,41.9,19.0,5.8,8.6,3.7,2011
0500000US47075,"Haywood County, Tennessee",16.3,40.9,17.5,4.6,7.9,4.7,2011
0500000US47077,"Henderson County, Tennessee",11.5,42.8,19.8,6.1,7.4,4.8,2011
0500000US47079,"Henry County, Tennessee",12.5,43.6,19.9,2.9,9.2,5.8,2011
0500000US47081,"Hickman County, Tennessee",14.7,43.0,17.9,4.6,7.1,3.8,2011
0500000US47083,"Houston County, Tennessee",10.2,47.9,19.1,4.7,7.1,2.6,2011
0500000US47085,"Humphreys County, Tennessee",11.2,43.5,20.7,5.4,9.3,4.3,2011
0500000US47087,"Jackson County, Tennessee",16.5,43.1,12.3,4.8,4.9,4.4,2011
0500000US47089,"Jefferson County, Tennessee",13.3,37.7,21.2,6.6,7.9,5.5,2011
0500000US47091,"Johnson County, Tennessee",17.9,39.4,16.0,4.0,7.1,3.6,2011
0500000US47093,"Knox County, Tennessee",7.2,26.7,20.6,7.7,21.5,12.5,2011
0500000US47095,"Lake County, Tennessee",19.8,42.9,17.0,2.5,4.1,2.1,2011
0500000US47097,"Lauderdale County, Tennessee",17.3,45.1,15.9,3.3,7.7,2.5,2011
0500000US47099,"Lawrence County, Tennessee",12.5,42.5,19.1,4.7,7.7,3.5,2011
0500000US47101,"Lewis County, Tennessee",13.0,41.2,19.4,5.1,6.9,3.5,2011
0500000US47103,"Lincoln County, Tennessee",14.0,41.2,18.0,4.9,9.9,4.9,2011
0500000US47105,"Loudon County, Tennessee",7.9,32.9,21.5,6.8,15.5,8.1,2011
0500000US47107,"McMinn County, Tennessee",12.3,40.3,17.0,6.5,9.8,4.8,2011
0500000US47109,"McNairy County, Tennessee",15.2,43.2,16.7,4.4,8.3,3.5,2011
0500000US47111,"Macon County, Tennessee",11.9,46.0,14.4,6.5,4.5,3.8,2011
0500000US47113,"Madison County, Tennessee",9.5,33.8,21.1,6.1,15.5,8.5,2011
0500000US47115,"Marion County, Tennessee",13.3,35.6,19.5,4.7,9.4,5.3,2011
0500000US47117,"Marshall County, Tennessee",13.0,42.4,19.2,5.4,8.2,3.0,2011
0500000US47119,"Maury County, Tennessee",10.2,37.5,22.1,7.7,11.0,5.6,2011
0500000US47121,"Meigs County, Tennessee",15.1,41.8,19.5,5.8,5.3,2.6,2011
0500000US47123,"Monroe County, Tennessee",13.5,41.0,18.5,5.4,6.0,3.6,2011
0500000US47125,"Montgomery County, Tennessee",6.5,32.0,27.1,8.4,15.5,7.2,2011
0500000US47127,"Moore County, Tennessee",11.1,43.4,20.7,2.4,7.5,6.5,2011
0500000US47129,"Morgan County, Tennessee",11.8,51.9,16.2,5.1,4.1,1.8,2011
0500000US47131,"Obion County, Tennessee",12.9,44.7,19.3,4.0,7.8,4.5,2011
0500000US47133,"Overton County, Tennessee",12.3,40.6,18.0,4.3,6.2,4.7,2011
0500000US47135,"Perry County, Tennessee",15.2,44.8,17.6,3.2,6.6,4.1,2011
0500000US47137,"Pickett County, Tennessee",9.8,44.8,17.1,3.8,6.7,5.1,2011
0500000US47139,"Polk County, Tennessee",13.1,39.4,16.8,7.3,6.7,4.6,2011
0500000US47141,"Putnam County, Tennessee",10.9,36.4,18.7,3.7,14.1,7.7,2011
0500000US47143,"Rhea County, Tennessee",13.2,38.1,22.0,5.0,7.5,3.2,2011
0500000US47145,"Roane County, Tennessee",11.2,36.0,21.5,7.4,10.7,6.6,2011
0500000US47147,"Robertson County, Tennessee",11.3,40.6,20.8,6.2,10.6,4.6,2011
0500000US47149,"Rutherford County, Tennessee",7.3,30.2,24.2,7.5,19.1,7.9,2011
0500000US47151,"Scott County, Tennessee",15.3,42.6,15.7,6.3,5.6,3.8,2011
0500000US47153,"Sequatchie County, Tennessee",11.7,38.7,14.2,6.5,8.2,7.4,2011
0500000US47155,"Sevier County, Tennessee",12.2,38.0,22.3,5.8,8.7,6.2,2011
0500000US47157,"Shelby County, Tennessee",9.5,27.6,23.8,5.8,17.8,10.5,2011
0500000US47159,"Smith County, Tennessee",12.7,44.4,15.9,5.2,8.2,4.0,2011
0500000US47161,"Stewart County, Tennessee",9.1,41.5,22.9,6.2,7.5,5.4,2011
0500000US47163,"Sullivan County, Tennessee",10.1,34.2,20.9,7.3,13.4,7.0,2011
0500000US47165,"Sumner County, Tennessee",9.3,32.6,22.9,7.5,16.0,7.0,2011
0500000US47167,"Tipton County, Tennessee",10.5,38.7,24.7,7.2,9.2,4.3,2011
0500000US47169,"Trousdale County, Tennessee",12.3,46.7,16.8,2.6,7.2,5.7,2011
0500000US47171,"Unicoi County, Tennessee",14.0,38.7,19.5,5.5,7.8,3.9,2011
0500000US47173,"Union County, Tennessee",13.8,44.8,13.6,5.0,4.4,2.2,2011
0500000US47175,"Van Buren County, Tennessee",14.6,55.5,8.9,2.2,4.9,3.6,2011
0500000US47177,"Warren County, Tennessee",14.4,42.3,15.8,6.0,7.2,4.6,2011
0500000US47179,"Washington County, Tennessee",9.1,29.2,21.8,6.0,17.4,10.8,2011
0500000US47181,"Wayne County, Tennessee",16.0,46.4,15.0,5.5,3.6,3.4,2011
0500000US47183,"Weakley County, Tennessee",10.6,40.5,20.1,4.0,11.2,6.6,2011
0500000US47185,"White County, Tennessee",13.7,44.7,14.6,4.3,6.3,5.1,2011
0500000US47187,"Williamson County, Tennessee",3.4,18.0,19.1,5.9,34.3,17.2,2011
0500000US47189,"Wilson County, Tennessee",7.9,34.3,21.0,7.7,17.3,7.4,2011
0500000US48001,"Anderson County, Texas",14.0,38.4,22.4,6.4,8.6,2.9,2011
0500000US48003,"Andrews County, Texas",12.0,28.2,26.7,4.3,11.1,2.8,2011
0500000US48005,"Angelina County, Texas",12.7,29.4,25.6,7.2,10.9,4.6,2011
0500000US48007,"Aransas County, Texas",7.5,33.9,24.5,5.2,15.0,8.0,2011
0500000US48009,"Archer County, Texas",10.0,39.0,23.1,4.1,14.5,4.3,2011
0500000US48011,"Armstrong County, Texas",5.1,26.1,31.4,8.7,19.2,6.0,2011
0500000US48013,"Atascosa County, Texas",11.6,37.0,20.9,5.2,8.1,4.0,2011
0500000US48015,"Austin County, Texas",9.3,33.3,23.7,6.2,13.6,5.9,2011
0500000US48017,"Bailey County, Texas",12.6,28.7,17.6,6.2,12.2,6.9,2011
0500000US48019,"Bandera County, Texas",7.5,28.0,30.1,7.6,15.5,6.1,2011
0500000US48021,"Bastrop County, Texas",9.7,33.3,24.0,7.0,11.1,5.7,2011
0500000US48023,"Baylor County, Texas",9.5,33.1,25.1,4.5,18.4,5.1,2011
0500000US30031,"Gallatin County, Montana",3.1,20.4,24.2,6.3,29.7,15.4,2011
0500000US30033,"Garfield County, Montana",6.9,42.6,26.6,5.1,12.1,2.2,2011
0500000US30035,"Glacier County, Montana",13.7,25.7,24.2,12.5,13.7,4.7,2011
0500000US30037,"Golden Valley County, Montana",12.8,33.4,21.6,8.1,14.8,6.6,2011
0500000US30039,"Granite County, Montana",7.8,34.2,18.9,9.3,21.2,5.6,2011
0500000US30041,"Hill County, Montana",4.9,28.9,29.7,11.0,14.2,7.6,2011
0500000US30043,"Jefferson County, Montana",4.6,30.0,23.0,7.2,21.2,12.3,2011
0500000US30045,"Judith Basin County, Montana",3.7,32.0,27.5,5.9,22.1,5.2,2011
0500000US30047,"Lake County, Montana",6.5,30.1,25.0,9.3,16.1,9.3,2011
0500000US30049,"Lewis and Clark County, Montana",3.5,25.5,24.5,8.0,23.6,13.1,2011
0500000US30051,"Liberty County, Montana",4.3,18.5,27.4,6.8,17.8,3.0,2011
0500000US30053,"Lincoln County, Montana",9.6,37.0,23.8,8.9,12.1,5.0,2011
0500000US30055,"McCone County, Montana",5.4,41.5,25.1,7.2,16.3,3.6,2011
0500000US30057,"Madison County, Montana",5.0,30.7,22.6,6.8,24.1,9.0,2011
0500000US30059,"Meagher County, Montana",7.0,40.8,22.9,5.5,13.0,3.7,2011
0500000US30061,"Mineral County, Montana",13.5,43.9,22.1,5.7,11.2,1.2,2011
0500000US30063,"Missoula County, Montana",4.6,25.5,22.8,7.3,24.4,13.7,2011
0500000US30065,"Musselshell County, Montana",10.3,40.0,24.8,7.0,7.3,7.8,2011
0500000US30067,"Park County, Montana",6.7,32.8,22.1,6.5,21.4,7.9,2011
0500000US30069,"Petroleum County, Montana",4.4,51.0,27.2,5.1,7.4,1.5,2011
0500000US30071,"Phillips County, Montana",4.5,40.8,23.6,8.4,12.5,5.0,2011
0500000US30073,"Pondera County, Montana",5.1,30.4,26.2,11.1,15.5,5.0,2011
0500000US30075,"Powder River County, Montana",4.9,32.1,36.2,8.1,11.2,3.6,2011
0500000US30077,"Powell County, Montana",6.8,39.5,24.3,7.1,15.4,4.3,2011
0500000US30079,"Prairie County, Montana",7.2,35.5,23.6,11.9,11.0,3.4,2011
0500000US30081,"Ravalli County, Montana",5.8,34.4,26.4,6.3,17.7,7.2,2011
0500000US30083,"Richland County, Montana",7.8,36.5,24.7,10.1,12.4,3.5,2011
0500000US30085,"Roosevelt County, Montana",8.8,38.7,22.7,9.0,12.4,3.4,2011
0500000US30087,"Rosebud County, Montana",6.0,36.2,26.3,9.8,11.5,5.6,2011
0500000US30089,"Sanders County, Montana",8.4,41.8,23.0,5.9,12.8,3.6,2011
0500000US30091,"Sheridan County, Montana",5.5,28.6,33.4,9.9,15.5,4.0,2011
0500000US30093,"Silver Bow County, Montana",6.5,37.1,23.8,6.9,15.3,7.2,2011
0500000US30095,"Stillwater County, Montana",5.6,39.6,24.2,7.2,15.5,5.8,2011
0500000US30097,"Sweet Grass County, Montana",5.6,38.2,21.3,6.0,20.8,5.7,2011
0500000US30099,"Teton County, Montana",7.7,29.9,24.8,8.2,19.6,5.2,2011
0500000US30101,"Toole County, Montana",5.1,34.1,26.5,9.7,12.7,5.2,2011
0500000US30103,"Treasure County, Montana",8.4,35.1,21.7,5.8,19.2,6.3,2011
0500000US30105,"Valley County, Montana",6.4,40.3,24.4,8.7,12.2,3.0,2011
0500000US30107,"Wheatland County, Montana",13.5,41.3,22.2,2.3,13.2,3.8,2011
0500000US30109,"Wibaux County, Montana",9.5,35.7,19.7,12.5,11.9,2.6,2011
0500000US30111,"Yellowstone County, Montana",5.9,31.1,24.0,7.3,21.2,8.1,2011
0500000US31001,"Adams County, Nebraska",6.0,31.0,25.5,10.5,14.8,7.5,2011
0500000US31003,"Antelope County, Nebraska",5.1,40.9,23.2,11.8,11.4,4.1,2011
0500000US31005,"Arthur County, Nebraska",3.4,24.3,30.8,18.2,17.1,4.8,2011
0500000US31007,"Banner County, Nebraska",2.3,28.3,28.9,11.6,16.8,6.7,2011
0500000US31009,"Blaine County, Nebraska",2.3,48.1,23.9,10.3,14.3,0.0,2011
0500000US31011,"Boone County, Nebraska",5.0,43.3,25.1,10.9,8.5,4.3,2011
0500000US31013,"Box Butte County, Nebraska",6.7,36.0,24.9,7.1,16.5,4.7,2011
0500000US31015,"Boyd County, Nebraska",5.5,43.5,23.4,8.5,10.8,2.9,2011
0500000US31017,"Brown County, Nebraska",6.4,38.8,22.2,11.3,13.1,4.7,2011
0500000US31019,"Buffalo County, Nebraska",4.8,29.3,23.8,7.9,21.8,9.7,2011
0500000US31021,"Burt County, Nebraska",7.1,39.9,21.7,10.4,14.1,4.5,2011
0500000US31023,"Butler County, Nebraska",6.3,39.7,23.9,11.5,11.3,4.2,2011
0500000US31025,"Cass County, Nebraska",4.3,33.0,27.3,9.9,16.1,7.6,2011
0500000US31027,"Cedar County, Nebraska",4.0,45.4,19.9,9.7,11.8,4.2,2011
0500000US31029,"Chase County, Nebraska",5.4,41.6,22.0,10.6,13.9,2.0,2011
0500000US31031,"Cherry County, Nebraska",4.6,32.4,26.2,9.9,16.9,6.0,2011
0500000US31033,"Cheyenne County, Nebraska",4.6,30.6,28.3,9.2,20.1,6.2,2011
0500000US31035,"Clay County, Nebraska",5.6,35.5,22.9,14.0,11.6,5.2,2011
0500000US31037,"Colfax County, Nebraska",11.9,29.2,21.9,7.4,9.2,3.4,2011
0500000US31039,"Cuming County, Nebraska",4.5,40.0,18.9,11.2,13.5,4.1,2011
0500000US31041,"Custer County, Nebraska",5.1,38.1,24.7,10.4,13.6,5.5,2011
0500000US31043,"Dakota County, Nebraska",11.4,35.9,18.3,8.0,7.1,3.7,2011
0500000US31045,"Dawes County, Nebraska",6.7,22.2,23.6,7.7,25.8,11.4,2011
0500000US31047,"Dawson County, Nebraska",10.5,35.7,19.6,5.2,11.4,4.0,2011
0500000US31049,"Deuel County, Nebraska",6.0,36.1,24.9,11.3,13.4,4.6,2011
0500000US31051,"Dixon County, Nebraska",6.9,37.2,24.5,9.0,11.1,4.0,2011
0500000US31053,"Dodge County, Nebraska",10.4,37.4,22.8,7.7,12.2,5.1,2011
0500000US31055,"Douglas County, Nebraska",5.9,23.4,24.0,6.8,23.7,12.1,2011
0500000US31057,"Dundy County, Nebraska",3.4,30.8,28.3,12.5,16.4,5.3,2011
0500000US31059,"Fillmore County, Nebraska",4.4,39.4,24.1,12.9,13.0,3.8,2011
0500000US31061,"Franklin County, Nebraska",5.2,36.4,29.7,8.7,12.9,3.6,2011
0500000US31063,"Frontier County, Nebraska",4.4,36.3,25.0,13.4,13.4,6.0,2011
0500000US31065,"Furnas County, Nebraska",9.4,38.3,24.8,6.3,13.0,4.3,2011
0500000US31067,"Gage County, Nebraska",5.5,37.5,22.9,10.9,13.6,6.1,2011
0500000US31069,"Garden County, Nebraska",7.1,38.0,22.8,10.4,14.4,5.5,2011
0500000US31071,"Garfield County, Nebraska",2.1,40.2,27.9,9.5,10.6,2.7,2011
0500000US31073,"Gosper County, Nebraska",2.4,35.7,29.1,13.9,12.2,4.1,2011
0500000US31075,"Grant County, Nebraska",3.2,43.6,25.2,9.1,13.3,2.1,2011
0500000US31077,"Greeley County, Nebraska",3.3,43.4,22.5,11.3,9.3,5.6,2011
0500000US31079,"Hall County, Nebraska",8.3,33.6,24.0,9.2,11.2,5.4,2011
0500000US31081,"Hamilton County, Nebraska",3.7,34.4,25.6,11.7,17.3,5.0,2011
0500000US31083,"Harlan County, Nebraska",6.9,34.7,27.0,11.7,13.8,3.7,2011
0500000US31085,"Hayes County, Nebraska",6.3,31.5,24.0,19.1,12.9,1.9,2011
0500000US31087,"Hitchcock County, Nebraska",7.5,29.9,30.6,17.0,9.2,3.6,2011
0500000US31089,"Holt County, Nebraska",5.4,38.2,24.0,11.3,11.7,4.9,2011
0500000US31091,"Hooker County, Nebraska",3.7,31.8,30.3,5.5,21.3,5.1,2011
0500000US31093,"Howard County, Nebraska",4.4,41.1,25.8,8.4,10.2,5.3,2011
0500000US31095,"Jefferson County, Nebraska",7.1,42.1,21.7,12.2,8.5,5.1,2011
0500000US31097,"Johnson County, Nebraska",6.2,44.0,21.8,9.1,7.7,3.3,2011
0500000US31099,"Kearney County, Nebraska",5.5,29.7,27.5,9.3,18.5,6.9,2011
0500000US31101,"Keith County, Nebraska",6.7,34.3,26.3,8.9,14.1,5.7,2011
0500000US31103,"Keya Paha County, Nebraska",3.4,40.4,24.4,12.8,11.5,2.9,2011
0500000US31105,"Kimball County, Nebraska",9.0,33.9,27.4,7.3,12.3,7.5,2011
0500000US31107,"Knox County, Nebraska",6.2,40.5,20.4,9.5,12.0,5.7,2011
0500000US31109,"Lancaster County, Nebraska",4.2,23.4,23.2,10.8,23.9,12.0,2011
0500000US31111,"Lincoln County, Nebraska",5.3,34.5,26.7,11.7,13.4,5.8,2011
0500000US31113,"Logan County, Nebraska",3.0,40.5,31.0,5.6,18.1,1.8,2011
0500000US31115,"Loup County, Nebraska",4.8,41.2,23.9,12.5,11.2,3.5,2011
0500000US31117,"McPherson County, Nebraska",3.9,23.6,36.9,8.4,20.4,2.3,2011
0500000US31119,"Madison County, Nebraska",5.7,30.4,23.0,12.7,14.8,6.1,2011
0500000US31121,"Merrick County, Nebraska",6.8,38.9,26.4,9.9,9.2,5.4,2011
0500000US31123,"Morrill County, Nebraska",8.9,34.8,21.9,7.1,17.2,4.1,2011
0500000US31125,"Nance County, Nebraska",6.4,39.1,26.2,9.7,9.4,3.3,2011
0500000US31127,"Nemaha County, Nebraska",5.3,36.7,23.4,7.7,17.0,6.6,2011
0500000US31129,"Nuckolls County, Nebraska",5.7,46.7,25.3,7.0,9.2,3.8,2011
0500000US31131,"Otoe County, Nebraska",6.7,36.6,21.3,9.7,15.4,6.8,2011
0500000US31133,"Pawnee County, Nebraska",4.5,50.3,17.0,8.5,10.3,3.4,2011
0500000US31135,"Perkins County, Nebraska",4.9,27.1,33.8,14.2,12.4,5.6,2011
0500000US31137,"Phelps County, Nebraska",5.5,31.9,28.2,11.1,17.0,5.1,2011
0500000US31139,"Pierce County, Nebraska",3.9,41.7,22.7,12.1,11.3,3.2,2011
0500000US31141,"Platte County, Nebraska",4.9,35.2,26.1,11.2,12.1,5.4,2011
0500000US31143,"Polk County, Nebraska",5.2,37.9,23.7,14.1,11.8,4.3,2011
0500000US31145,"Red Willow County, Nebraska",5.4,33.3,26.8,11.7,14.3,6.1,2011
0500000US31147,"Richardson County, Nebraska",6.6,46.8,22.0,7.0,11.0,4.4,2011
0500000US31149,"Rock County, Nebraska",3.7,35.5,24.6,10.0,19.6,2.5,2011
0500000US31151,"Saline County, Nebraska",7.8,37.5,21.6,10.5,8.6,5.5,2011
0500000US31153,"Sarpy County, Nebraska",3.4,23.4,26.2,9.5,24.1,11.4,2011
0500000US31155,"Saunders County, Nebraska",3.9,36.1,22.7,11.5,16.1,6.7,2011
0500000US31157,"Scotts Bluff County, Nebraska",8.9,32.2,24.8,10.0,14.2,5.4,2011
0500000US31159,"Seward County, Nebraska",4.7,29.4,23.0,13.5,17.8,8.8,2011
0500000US31161,"Sheridan County, Nebraska",6.9,36.4,25.8,6.9,14.5,6.7,2011
0500000US31163,"Sherman County, Nebraska",7.4,41.7,21.1,9.0,11.3,4.5,2011
0500000US31165,"Sioux County, Nebraska",4.1,33.6,21.8,14.4,15.5,9.2,2011
0500000US31167,"Stanton County, Nebraska",4.9,35.7,25.4,16.7,10.5,3.6,2011
0500000US31169,"Thayer County, Nebraska",6.3,37.8,23.9,10.4,13.1,3.9,2011
0500000US31171,"Thomas County, Nebraska",4.7,27.9,30.3,16.3,13.1,5.6,2011
0500000US31173,"Thurston County, Nebraska",10.8,34.5,22.1,15.6,8.7,4.6,2011
0500000US31175,"Valley County, Nebraska",3.9,41.1,24.0,8.1,13.5,4.9,2011
0500000US31177,"Washington County, Nebraska",4.9,33.6,23.4,9.0,20.9,6.6,2011
0500000US31179,"Wayne County, Nebraska",3.8,30.7,22.4,9.8,18.2,10.8,2011
0500000US31181,"Webster County, Nebraska",5.6,38.2,25.0,10.6,10.7,5.8,2011
0500000US31183,"Wheeler County, Nebraska",3.4,32.8,31.0,9.3,18.5,5.0,2011
0500000US31185,"York County, Nebraska",4.9,35.4,22.8,10.5,16.3,6.1,2011
0500000US32001,"Churchill County, Nevada",8.0,35.4,29.1,6.1,10.9,6.9,2011
0500000US32003,"Clark County, Nevada",9.7,29.4,24.9,7.1,14.8,7.3,2011
0500000US32005,"Douglas County, Nevada",6.1,27.3,29.6,9.8,16.4,8.9,2011
0500000US32007,"Elko County, Nevada",8.7,31.5,28.2,9.0,11.0,5.1,2011
0500000US32009,"Esmeralda County, Nevada",12.3,34.5,24.8,4.9,11.2,5.1,2011
0500000US32011,"Eureka County, Nevada",8.1,37.0,20.9,7.6,17.7,4.9,2011
0500000US32013,"Humboldt County, Nevada",11.5,35.2,26.4,6.6,10.9,2.5,2011
0500000US32015,"Lander County, Nevada",12.4,33.4,26.0,5.2,10.8,2.2,2011
0500000US32017,"Lincoln County, Nevada",10.3,30.0,32.4,6.8,9.2,7.2,2011
0500000US32019,"Lyon County, Nevada",10.5,33.3,29.4,8.5,9.0,4.9,2011
0500000US32021,"Mineral County, Nevada",9.2,47.0,23.9,7.4,6.6,1.2,2011
0500000US32023,"Nye County, Nevada",13.3,35.8,29.0,5.2,7.6,3.0,2011
0500000US32027,"Pershing County, Nevada",14.5,36.4,25.5,6.3,8.4,4.0,2011
0500000US32029,"Storey County, Nevada",6.5,25.9,36.7,11.0,11.5,6.6,2011
0500000US32031,"Washoe County, Nevada",8.1,25.0,26.9,7.6,17.3,9.7,2011
0500000US32033,"White Pine County, Nevada",7.8,36.0,26.4,9.9,9.6,3.4,2011
0500000US32510,"Carson City, Nevada",8.3,32.2,26.1,7.8,11.8,9.2,2011
0500000US33001,"Belknap County, New Hampshire",7.0,31.3,20.3,10.0,19.4,8.8,2011
0500000US33003,"Carroll County, New Hampshire",6.8,30.5,20.3,10.6,19.1,10.6,2011
0500000US33005,"Cheshire County, New Hampshire",7.3,34.1,18.3,7.4,19.2,10.9,2011
0500000US33007,"Coos County, New Hampshire",10.2,40.8,18.0,9.2,11.0,5.4,2011
0500000US33009,"Grafton County, New Hampshire",6.2,30.2,17.7,7.1,20.2,15.8,2011
0500000US33011,"Hillsborough County, New Hampshire",5.9,27.6,18.7,9.5,22.3,12.3,2011
0500000US33013,"Merrimack County, New Hampshire",6.1,28.6,19.6,10.2,20.6,12.8,2011
0500000US33015,"Rockingham County, New Hampshire",4.4,27.7,19.5,10.0,23.6,13.2,2011
0500000US33017,"Strafford County, New Hampshire",5.9,29.9,19.5,10.6,19.1,11.1,2011
